hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, -0.133034, -0.0437235, -0.133036, -0.0437257, -0.133017, -0.0437195, -1.02672E-010, -1.29418E-011
2, 0.00000, -0.112726, -0.0370512, -0.112726, -0.0370512, -0.112726, -0.0370512, -7.28729E-011, -8.21502E-012
3, 0.00000, -0.10321, -0.0339245, -0.103213, -0.0339254, -0.103212, -0.0339247, -6.0477E-011, -6.13577E-012
4, 0.00000, -0.0999288, -0.0328449, -0.099929, -0.032845, -0.0999292, -0.032845, -5.66979E-011, -5.78272E-012
5, 0.00000, -0.104066, -0.0342045, -0.104065, -0.0342041, -0.104065, -0.0342044, -6.17224E-011, -6.56094E-012
6, 0.00000, -0.120064, -0.039463, -0.120062, -0.0394623, -0.120062, -0.0394623, -8.27805E-011, -9.54628E-012
7, 0.00000, -0.152189, -0.0500219, -0.15219, -0.0500223, -0.152189, -0.050022, -1.36213E-010, -1.91348E-011
8, 0.00000, -0.169796, -0.0558099, -0.169792, -0.0558091, -0.169793, -0.0558088, -1.71465E-010, -2.63278E-011
9, 0.00000, -0.1739, -0.0571584, -0.173893, -0.0571559, -0.173895, -0.0571566, -1.68788E-010, -1.66892E-011
10, 0.00000, -0.178933, -0.0588126, -0.178928, -0.0588109, -0.178928, -0.0588109, -1.73876E-010, -1.34806E-011
11, 0.00000, -0.180199, -0.0592291, -0.180187, -0.0592252, -0.180191, -0.0592262, -1.57819E-010, -5.7164E-013
12, 0.00000, -0.178795, -0.0587672, -0.17879, -0.0587656, -0.178789, -0.0587652, -1.54074E-010, 4.71062E-013
13, 0.00000, -0.179545, -0.0590135, -0.179551, -0.0590153, -0.17955, -0.059015, -1.62053E-010, -3.43878E-012
14, 0.00000, -0.183087, -0.0601776, -0.18309, -0.0601787, -0.183089, -0.0601785, -1.86431E-010, -1.77787E-011
15, 0.00000, -0.190753, -0.0626892, -0.190749, -0.0626932, -0.1907, -0.0626763, -2.14568E-010, -3.20153E-011
16, 0.00000, -0.209563, -0.068878, -0.209562, -0.0688789, -0.209558, -0.0688773, -2.70803E-010, -5.22197E-011
17, 0.00000, -0.243653, -0.0800835, -0.243654, -0.0800844, -0.243652, -0.0800839, -3.77526E-010, -8.59667E-011
18, 0.00000, -0.27134, -0.0891841, -0.271341, -0.0891848, -0.27134, -0.0891847, -4.78231E-010, -1.20948E-010
19, 0.00000, -0.282238, -0.0927667, -0.282238, -0.092767, -0.282238, -0.0927669, -5.21634E-010, -1.37072E-010
20, 0.00000, -0.288527, -0.0948366, -0.288527, -0.0948364, -0.28853, -0.0948368, -5.47535E-010, -1.46743E-010
21, 0.00000, -0.281159, -0.0924136, -0.281159, -0.0924131, -0.28116, -0.0924134, -5.14508E-010, -1.31623E-010
22, 0.00000, -0.257254, -0.0845562, -0.257254, -0.0845557, -0.257255, -0.0845559, -4.22258E-010, -9.81002E-011
23, 0.00000, -0.218327, -0.0717613, -0.218326, -0.0717608, -0.218328, -0.0717611, -2.95219E-010, -5.84227E-011
24, 0.00000, -0.171891, -0.0564979, -0.17189, -0.0564976, -0.171892, -0.056498, -1.77487E-010, -2.89376E-011
25, 0.00000, -0.133026, -0.0437235, -0.133025, -0.0437233, -0.133025, -0.0437231, -1.04897E-010, -1.53327E-011
26, 0.00000, -0.112736, -0.0370548, -0.112727, -0.0370519, -0.11273, -0.0370524, -7.34511E-011, -8.94918E-012
27, 0.00000, -0.103216, -0.0339255, -0.103215, -0.0339253, -0.103215, -0.0339252, -6.11446E-011, -6.87131E-012
28, 0.00000, -0.0999317, -0.032846, -0.0999304, -0.0328456, -0.0999304, -0.0328456, -5.69385E-011, -6.04317E-012
29, 0.00000, -0.104061, -0.0342032, -0.104063, -0.0342037, -0.104063, -0.0342038, -6.21692E-011, -6.96779E-012
30, 0.00000, -0.120055, -0.0394598, -0.120058, -0.0394607, -0.120058, -0.0394611, -8.39291E-011, -1.06456E-011
31, 0.00000, -0.152186, -0.050021, -0.152189, -0.0500219, -0.152188, -0.0500219, -1.39351E-010, -2.258E-011
32, 0.00000, -0.169788, -0.0558067, -0.16979, -0.0558072, -0.169791, -0.0558076, -1.74503E-010, -2.96681E-011
33, 0.00000, -0.173894, -0.0571562, -0.173891, -0.0571552, -0.173892, -0.0571554, -1.73746E-010, -2.13229E-011
