hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 191.837, -111.888, -193.066, -110.23, 1.00804, 222.461, 7.65228E-007, -1.33845E-005, -0.486063, 0.548374, 0.717239, 0.146305, -0.231552, -0.693874, -0.00038903, 0.0125792
2, 0.00000, 192.152, -112.005, -193.301, -110.442, 0.944791, 222.756, 9.67457E-007, -1.11466E-005, -0.411384, 0.463886, 0.60689, 0.123987, -0.195794, -0.587282, -0.000679943, 0.0105554
3, 0.00000, 192.397, -112.065, -193.456, -110.621, 0.872232, 222.97, 9.00224E-007, -1.01564E-005, -0.376399, 0.424165, 0.555091, 0.113606, -0.178927, -0.537276, -0.000665925, 0.0096607
4, 0.00000, 192.422, -112.083, -193.483, -110.635, 0.873019, 222.998, 9.70708E-007, -9.79067E-006, -0.364364, 0.410608, 0.537346, 0.109974, -0.173209, -0.520106, -0.000742881, 0.00931479
5, 0.00000, 192.33, -112.058, -193.421, -110.569, 0.898595, 222.916, 9.77827E-007, -1.02267E-005, -0.379551, 0.427819, 0.559809, 0.114499, -0.180506, -0.541805, -0.000729335, 0.00971319
6, 0.00000, 192.12, -111.966, -193.254, -110.432, 0.931491, 222.713, 7.81764E-007, -1.19921E-005, -0.438283, 0.494139, 0.646498, 0.132122, -0.208536, -0.625625, -0.000460735, 0.0113562
7, 0.00000, 191.452, -111.77, -192.802, -109.957, 1.10503, 222.114, 7.70111E-007, -1.5451E-005, -0.556791, 0.628701, 0.821971, 0.167259, -0.265684, -0.794973, -0.000266147, 0.0144639
8, 0.00000, 191.192, -111.637, -192.58, -109.798, 1.12912, 221.855, 3.62812E-007, -1.77198E-005, -0.621953, 0.702389, 0.918182, 0.18671, -0.296861, -0.887921, 0.000269868, 0.0165421
9, 0.00000, 193.21, -111.434, -193.293, -111.586, -0.00385329, 223.283, -4.95535E-006, -2.17851E-005, -0.636104, 0.710672, 0.932968, 0.19495, -0.297473, -0.905096, 0.00556485, 0.0212591
10, 0.00000, 194.058, -111.316, -193.569, -112.354, -0.505825, 223.872, -7.27529E-006, -2.39289E-005, -0.654246, 0.727491, 0.956831, 0.202289, -0.303194, -0.929523, 0.00788472, 0.0236712
11, 0.00000, 197.519, -110.915, -194.767, -115.457, -2.50239, 226.329, -1.55445E-005, -3.01142E-005, -0.657272, 0.717561, 0.950602, 0.210122, -0.293845, -0.928485, 0.0160594, 0.0309161
12, 0.00000, 197.733, -110.902, -194.851, -115.643, -2.61617, 226.487, -1.59519E-005, -3.02617E-005, -0.651983, 0.711058, 0.942389, 0.208819, -0.290891, -0.920732, 0.0164375, 0.0311171
13, 0.00000, 196.383, -111.057, -194.38, -114.432, -1.83718, 225.525, -1.28951E-005, -2.80506E-005, -0.655434, 0.719895, 0.951473, 0.207293, -0.29656, -0.927672, 0.0134156, 0.0285344
14, 0.00000, 193.278, -111.365, -193.266, -111.674, -0.0889569, 223.302, -5.52792E-006, -2.31169E-005, -0.669975, 0.747876, 0.982147, 0.205639, -0.312817, -0.953004, 0.00617338, 0.0226058
15, 0.00000, 191.545, -111.463, -192.588, -110.172, 0.825916, 222.035, -1.60467E-006, -2.12711E-005, -0.699165, 0.787211, 1.03023, 0.211058, -0.331803, -0.996992, 0.00234372, 0.0199946
16, 0.00000, 190.16, -111.409, -191.944, -109.032, 1.45312, 220.969, 9.32863E-007, -2.1762E-005, -0.76986, 0.871988, 1.13839, 0.229614, -0.36949, -1.09972, 2.45125E-005, 0.0198842
17, 0.00000, 189.306, -111.184, -191.391, -108.416, 1.69239, 220.222, 1.18924E-006, -2.55897E-005, -0.897464, 1.01874, 1.32864, 0.266334, -0.43248, -1.28249, 0.000118433, 0.0229995
18, 0.00000, 188.715, -111.006, -190.989, -107.999, 1.8411, 219.694, 1.25971E-006, -2.87985E-005, -1.00143, 1.13829, 1.48358, 0.296235, -0.483776, -1.43131, 0.000362862, 0.0255884
19, 0.00000, 188.488, -110.936, -190.834, -107.84, 1.89667, 219.491, 1.28319E-006, -3.00789E-005, -1.04245, 1.18552, 1.54476, 0.307996, -0.504059, -1.49004, 0.000472347, 0.026606
20, 0.00000, 188.362, -110.895, -190.746, -107.752, 1.92632, 219.378, 1.28143E-006, -3.08288E-005, -1.06616, 1.2128, 1.58011, 0.314794, -0.515779, -1.52398, 0.000553482, 0.0272128
21, 0.00000, 188.655, -110.952, -190.918, -107.972, 1.83019, 219.623, 1.06923E-006, -2.999E-005, -1.03813, 1.17984, 1.53778, 0.307136, -0.501379, -1.48362, 0.000654964, 0.026634
22, 0.00000, 189.209, -111.109, -191.286, -108.366, 1.68351, 220.112, 9.4055E-007, -2.72182E-005, -0.948165, 1.07615, 1.40353, 0.281403, -0.456805, -1.35478, 0.000496657, 0.0244404
23, 0.00000, 190.034, -111.356, -191.846, -108.949, 1.47464, 220.849, 8.67204E-007, -2.27689E-005, -0.802478, 0.909096, 1.18672, 0.239224, -0.385278, -1.14632, 0.000168259, 0.0207698
24, 0.00000, 190.882, -111.64, -192.448, -109.536, 1.28066, 221.623, 1.0151E-006, -1.75376E-005, -0.629892, 0.712384, 0.930704, 0.188549, -0.301466, -0.899634, -0.000360521, 0.0162387
25, 0.00000, 191.273, -111.859, -192.8, -109.77, 1.25523, 222.025, 1.64323E-006, -1.31005E-005, -0.486501, 0.550173, 0.718873, 0.145732, -0.232792, -0.694983, -0.00122387, 0.0121783
26, 0.00000, 192.011, -111.999, -193.235, -110.328, 1.00654, 222.648, 1.18444E-006, -1.1076E-005, -0.411493, 0.464287, 0.607242, 0.123868, -0.196056, -0.587521, -0.0008767, 0.0104428
27, 0.00000, 192.15, -112.054, -193.341, -110.42, 0.981147, 222.779, 1.27434E-006, -1.00322E-005, -0.376553, 0.424776, 0.555644, 0.113415, -0.179343, -0.537644, -0.00102292, 0.00948495
28, 0.00000, 192.328, -112.079, -193.438, -110.558, 0.914946, 222.925, 1.11322E-006, -9.74146E-006, -0.364423, 0.41084, 0.537556, 0.109903, -0.173366, -0.520246, -0.00087991, 0.00924438
