hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 191.237, -111.413, -192.385, -109.939, 0.924037, 221.775, 0.000104179, -0.000803257, -0.425567, 0.479654, 0.627508, 0.12825, -0.202342, -0.607077, 0.000400442, -0.000826577
2, 0.00000, 191.65, -111.607, -192.73, -110.2, 0.873656, 222.182, 8.54924E-005, -0.000677677, -0.359958, 0.40556, 0.530698, 0.108602, -0.171033, -0.513541, 0.000293391, -0.00062113
3, 0.00000, 191.937, -111.701, -192.934, -110.4, 0.807206, 222.444, 7.74267E-005, -0.000618492, -0.329264, 0.370765, 0.485299, 0.0994742, -0.15628, -0.469716, 0.000244421, -0.000523711
4, 0.00000, 191.98, -111.732, -192.979, -110.422, 0.80994, 222.491, 7.44074E-005, -0.000598571, -0.318692, 0.358875, 0.469734, 0.096279, -0.151274, -0.454657, 0.000232193, -0.000497701
5, 0.00000, 191.868, -111.691, -192.896, -110.346, 0.832903, 222.387, 7.79468E-005, -0.000624061, -0.332013, 0.373947, 0.489415, 0.100256, -0.157655, -0.473668, 0.000251849, -0.000535497
6, 0.00000, 191.579, -111.54, -192.641, -110.171, 0.856213, 222.095, 9.26216E-005, -0.000721801, -0.383578, 0.432082, 0.565435, 0.115759, -0.182186, -0.547169, 0.000327828, -0.000671419
7, 0.00000, 190.761, -111.226, -192.02, -109.623, 1.00921, 221.326, 0.000121918, -0.000923945, -0.487795, 0.550179, 0.71951, 0.146736, -0.232237, -0.695855, 0.000521889, -0.00106036
8, 0.00000, 190.487, -111.054, -191.756, -109.468, 1.01167, 221.036, 6.89306E-005, -0.000908419, -0.413282, 0.537866, 0.671573, 0.088417, -0.25875, -0.625217, 0.000458913, -0.00106553
9, 0.00000, 193.08, -111.054, -192.886, -111.629, -0.215102, 222.988, -0.000550269, 0.000219331, 0.787778, -0.153086, -0.526547, -0.60505, -0.260509, 0.758108, -0.000721806, 2.73909E-005
10, 0.00000, 194.173, -111.015, -193.331, -112.557, -0.762232, 223.794, -0.000815681, 0.000679495, 1.31025, -0.442149, -1.03838, -0.91285, -0.270946, 1.35524, -0.000920428, -0.000236185
11, 0.00000, 198.682, -110.982, -195.287, -116.34, -2.93187, 227.204, -0.00180647, 0.00243228, 3.36975, -1.58028, -3.05801, -2.12914, -0.312067, 3.71468, 0.000330098, -0.00526626
12, 0.00000, 198.952, -110.992, -195.414, -116.562, -3.05345, 227.415, -0.00185102, 0.00251682, 3.47017, -1.63668, -3.15744, -2.18813, -0.313238, 3.8305, 0.000512077, -0.00569346
13, 0.00000, 197.198, -111.004, -194.651, -115.089, -2.20793, 226.084, -0.00148723, 0.00187639, 2.69277, -1.21247, -2.39909, -1.72582, -0.293279, 2.94122, -0.000409381, -0.00294079
14, 0.00000, 193.156, -110.969, -192.848, -111.728, -0.313882, 223.004, -0.000596613, 0.00026298, 0.864777, -0.181056, -0.589307, -0.657694, -0.274681, 0.838747, -0.000788178, 2.87161E-006
15, 0.00000, 190.927, -110.869, -191.79, -109.913, 0.665597, 221.275, -0.000114434, -0.000660764, -0.0913782, 0.385832, 0.379282, -0.113908, -0.287942, -0.271293, 3.84648E-005, -0.000631172
16, 0.00000, 189.205, -110.654, -190.86, -108.571, 1.31879, 219.877, 0.00017775, -0.001297, -0.675671, 0.764109, 0.997945, 0.201918, -0.323269, -0.964007, 0.000995164, -0.00202013
17, 0.00000, 188.198, -110.305, -190.13, -107.882, 1.53419, 218.953, 0.000213003, -0.00152767, -0.788511, 0.893429, 1.16574, 0.234546, -0.378583, -1.12518, 0.00135685, -0.00279124
18, 0.00000, 187.478, -110.023, -189.58, -107.404, 1.66351, 218.277, 0.000243575, -0.00171711, -0.880646, 0.998944, 1.30264, 0.261188, -0.423679, -1.25666, 0.00168611, -0.0034723
19, 0.00000, 187.2, -109.912, -189.366, -107.22, 1.71137, 218.016, 0.000255988, -0.00179259, -0.917051, 1.04067, 1.35675, 0.271685, -0.441523, -1.3086, 0.00182529, -0.00376237
20, 0.00000, 187.044, -109.848, -189.244, -107.118, 1.7366, 217.868, 0.000263226, -0.00183598, -0.9381, 1.06479, 1.38803, 0.277758, -0.451837, -1.33863, 0.00190717, -0.00392382
21, 0.00000, 187.364, -109.929, -189.451, -107.35, 1.64633, 218.147, 0.000255412, -0.00178168, -0.913238, 1.03569, 1.35062, 0.270912, -0.439179, -1.30294, 0.00179787, -0.00366235
22, 0.00000, 188.028, -110.175, -189.946, -107.797, 1.51673, 218.763, 0.000228765, -0.00161619, -0.833455, 0.944133, 1.23194, 0.247958, -0.39998, -1.18906, 0.00149723, -0.00303266
23, 0.00000, 189.035, -110.568, -190.714, -108.467, 1.33476, 219.709, 0.000187061, -0.00135415, -0.704509, 0.796817, 1.04057, 0.210446, -0.337136, -1.00509, 0.00107456, -0.00217476
24, 0.00000, 190.105, -111.026, -191.566, -109.162, 1.17129, 220.735, 0.000139831, -0.0010524, -0.552165, 0.623685, 0.815084, 0.165548, -0.263592, -0.787842, 0.000672616, -0.00139068
25, 0.00000, 190.696, -111.395, -192.136, -109.494, 1.16932, 221.359, 0.000101194, -0.000810084, -0.425921, 0.481182, 0.628898, 0.127753, -0.203401, -0.607988, 0.000423778, -0.000946707
26, 0.00000, 191.515, -111.603, -192.668, -110.089, 0.935083, 222.078, 8.48138E-005, -0.000679255, -0.360035, 0.405885, 0.530991, 0.108497, -0.171256, -0.513734, 0.000300747, -0.000648964
27, 0.00000, 191.701, -111.694, -192.826, -110.205, 0.91517, 222.262, 7.61454E-005, -0.000620872, -0.329374, 0.371268, 0.485752, 0.0993045, -0.156632, -0.470011, 0.000253943, -0.00056201
28, 0.00000, 191.889, -111.729, -192.937, -110.347, 0.851489, 222.421, 7.3911E-005, -0.000599513, -0.318736, 0.359067, 0.469908, 0.0962164, -0.151407, -0.45477, 0.000235622, -0.000513231
29, 0.00000, 191.669, -111.686, -192.804, -110.182, 0.923972, 222.234, 7.6781E-005, -0.000626168, -0.332117, 0.374389, 0.48982, 0.100115, -0.157961, -0.473934, 0.000256987, -0.00056973
30, 0.00000, 191.201, -111.528, -192.467, -109.859, 1.02831, 221.804, 9.04425E-005, -0.000726274, -0.383811, 0.433053, 0.566327, 0.115451, -0.182856, -0.547757, 0.000339741, -0.000747479
