Year, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0, -2358.0759301505, 827.337693071705, 87.4858860160221, 348.109363378615, 1681.16844312694, 552.576801365885, 105.483535000001, 111.0353, 0, 0, 0, 0, 289.66948892667, 274.770775987293, 40.0698363847829, 25.571533129451, 274.115768261675, 137.532064237334, 15.5537206649954, 137.23871174996, 39.4131829007434, 0.656653484039581, 250.53878445014, 39.1307044765297, 0, 0, 0, 250.53878445014, 0, 0, 0, 0, 39.1307044765297, 250.53878445014, 0, 0, 0, 0, 0, 0, 250.53878445014, 0, 0, 0, 0, 0, 23.5769838115343, 0, 0, 0, 0, 0, 0, 15.5537206649954, 0, 0, 0, 0, 0, 0, 0, 1681.16844312694, 0, 0, 0, 0, 0
