"Hour", 20kV_Phs_1_Max, 20kV_Phs_2_Max, 20kV_Phs_3_Max, 20kV_Phs_1_Min, 20kV_Phs_2_Min, 20kV_Phs_3_Min, 20kV_Phs_1_Avg, 20kV_Phs_2_Avg, 20kV_Phs_3_Avg, 0.4kV_Phs_1_Max, 0.4kV_Phs_2_Max, 0.4kV_Phs_3_Max, 0.4kV_Phs_1_Min, 0.4kV_Phs_2_Min, 0.4kV_Phs_3_Min, 0.4kV_Phs_1_Avg, 0.4kV_Phs_2_Avg, 0.4kV_Phs_3_Avg
0.0166666666666667, 0.999772360438675, 0.999775715543478, 0.999777505505468, 0.999772360438675, 0.999775715543478, 0.999777505505468, 0.999772360438675, 0.999775715543478, 0.999777505505468, 0.972629666147898, 0.972578016653192, 0.972980957137505, 0.947357213729044, 0.948589510338523, 0.949635770067097, 0.961156089203856, 0.96183392376317, 0.963160547055992
0.0333333333333333, 0.999772360045682, 0.999775715128412, 0.999777505126342, 0.999772360045682, 0.999775715128412, 0.999777505126342, 0.999772360045682, 0.999775715128412, 0.999777505126342, 0.972629649599926, 0.972577995685193, 0.972980953385053, 0.947357363239967, 0.94858939434009, 0.949635879695331, 0.961156062406163, 0.961833865860977, 0.963160582068467
0.05, 0.99977236004567, 0.999775715127568, 0.999777505127368, 0.99977236004567, 0.999775715127568, 0.999777505127368, 0.99977236004567, 0.999775715127568, 0.999777505127368, 0.972629649619463, 0.972577995638616, 0.972980953406437, 0.947357363654238, 0.948589393084136, 0.949635880807213, 0.96115606244853, 0.961833865617199, 0.963160582309
0.0666666666666667, 0.999772360045666, 0.999775715127564, 0.999777505127378, 0.999772360045666, 0.999775715127564, 0.999777505127378, 0.999772360045666, 0.999775715127564, 0.999777505127378, 0.972629649619588, 0.972577995638193, 0.972980953406764, 0.947357363652256, 0.948589393075714, 0.949635880818738, 0.961156062448328, 0.961833865615262, 0.963160582311415
0.0833333333333333, 0.999772360045666, 0.999775715127564, 0.999777505127378, 0.999772360045666, 0.999775715127564, 0.999777505127378, 0.999772360045666, 0.999775715127564, 0.999777505127378, 0.972629649619587, 0.972577995638189, 0.972980953406768, 0.947357363652201, 0.948589393075678, 0.94963588081884, 0.961156062448317, 0.961833865615252, 0.963160582311437
0.1, 0.999767360011303, 0.999770329354049, 0.999770552643976, 0.999767360011303, 0.999770329354049, 0.999770552643976, 0.999767360011303, 0.999770329354049, 0.999770552643976, 0.972536838188288, 0.972542335507568, 0.97283362359702, 0.944621343437662, 0.948223683211615, 0.950788892120547, 0.960628724561427, 0.96138721593472, 0.962969702547105
0.116666666666667, 0.999767358733826, 0.999770330148653, 0.999770552464537, 0.999767358733826, 0.999770330148653, 0.999770552464537, 0.999767358733826, 0.999770330148653, 0.999770552464537, 0.972536776832693, 0.972542346167757, 0.972833662642143, 0.944619725072576, 0.948224737715582, 0.950789337309004, 0.960628361966844, 0.961387405037176, 0.962969837696769
0.133333333333333, 0.999767358727835, 0.999770330158677, 0.999770552459956, 0.999767358727835, 0.999770330158677, 0.999770552459956, 0.999767358727835, 0.999770330158677, 0.999770552459956, 0.972536776299238, 0.972542346514926, 0.972833662815369, 0.944619713946983, 0.948224750566466, 0.950789335869606, 0.960628359317148, 0.961387407757161, 0.962969837681248
0.15, 0.99976735872782, 0.999770330158761, 0.999770552459889, 0.99976735872782, 0.999770330158761, 0.999770552459889, 0.99976735872782, 0.999770330158761, 0.999770552459889, 0.972536776295406, 0.972542346519169, 0.972833662814964, 0.944619713887561, 0.94822475068606, 0.950789335811171, 0.960628359301783, 0.961387407783943, 0.962969837670337
0.166666666666667, 0.99976735872782, 0.999770330158761, 0.999770552459889, 0.99976735872782, 0.999770330158761, 0.999770552459889, 0.99976735872782, 0.999770330158761, 0.999770552459889, 0.972536776295385, 0.972542346519209, 0.972833662814944, 0.944619713887434, 0.948224750686979, 0.950789335810359, 0.960628359301734, 0.961387407784159, 0.962969837670169
0.183333333333333, 0.99977025955934, 0.999774743740465, 0.999773845113935, 0.99977025955934, 0.999774743740465, 0.999773845113935, 0.99977025955934, 0.999774743740465, 0.999773845113935, 0.972540595242042, 0.972624738487784, 0.972916245280279, 0.946371968019594, 0.949023305837583, 0.948839035725475, 0.960899490898028, 0.961860350272987, 0.962925770884367
0.2, 0.999770260879588, 0.999774742931952, 0.999773844601892, 0.999770260879588, 0.999774742931952, 0.999773844601892, 0.999770260879588, 0.999774742931952, 0.999773844601892, 0.972540648054312, 0.972624747332284, 0.972916183911342, 0.946373655053499, 0.949022616504642, 0.948837857263567, 0.960899853970745, 0.961860250126073, 0.962925483989731
0.216666666666667, 0.999770260888207, 0.999774742921566, 0.999773844601732, 0.999770260888207, 0.999774742921566, 0.999773844601732, 0.999770260888207, 0.999774742921566, 0.999773844601732, 0.972540648604937, 0.972624747151632, 0.972916183509714, 0.946373669023562, 0.949022605388968, 0.948837852396963, 0.96089985713649, 0.961860248014671, 0.962925482607115
0.233333333333333, 0.999770260888253, 0.99977474292147, 0.999773844601767, 0.999770260888253, 0.99977474292147, 0.999773844601767, 0.999770260888253, 0.99977474292147, 0.999773844601767, 0.972540648609566, 0.972624747148367, 0.972916183508114, 0.946373669119858, 0.94902260526833, 0.948837852407347, 0.960899857159373, 0.961860247989827, 0.962925482606981
0.25, 0.999770260888253, 0.99977474292147, 0.999773844601768, 0.999770260888253, 0.99977474292147, 0.999773844601768, 0.999770260888253, 0.99977474292147, 0.999773844601768, 0.972540648609599, 0.97262474714833, 0.972916183508118, 0.94637366912035, 0.949022605267267, 0.948837852407856, 0.9608998571595, 0.961860247989597, 0.962925482607078
0.266666666666667, 0.999770451354937, 0.999769048096667, 0.999771977046173, 0.999770451354937, 0.999769048096667, 0.999771977046173, 0.999770451354937, 0.999769048096667, 0.999771977046173, 0.97268329414162, 0.972508124081231, 0.972772599198902, 0.946491584622494, 0.948725020918474, 0.948892551415377, 0.96143779054528, 0.961397760085153, 0.962554486780752
0.283333333333333, 0.999770453498555, 0.999769046796948, 0.999771973911355, 0.999770453498555, 0.999769046796948, 0.999771973911355, 0.999770453498555, 0.999769046796948, 0.999771973911355, 0.972683312712749, 0.972508100336415, 0.972772573782354, 0.946491971488458, 0.948725780817598, 0.948890889959611, 0.961438025852761, 0.961397453169955, 0.962554355055064
0.3, 0.999770453511225, 0.99976904678828, 0.999771973901453, 0.999770453511225, 0.99976904678828, 0.999771973901453, 0.999770453511225, 0.99976904678828, 0.999771973901453, 0.972683312833768, 0.972508100766255, 0.972772573151317, 0.94649198087511, 0.948725782794653, 0.948890876079404, 0.961438027304686, 0.961397454076338, 0.962554351988244
0.316666666666667, 0.999770453511302, 0.999769046788211, 0.999771973901415, 0.999770453511302, 0.999769046788211, 0.999771973901415, 0.999770453511302, 0.999769046788211, 0.999771973901415, 0.972683312837436, 0.972508100767182, 0.972772573146187, 0.946491980981608, 0.948725782763628, 0.948890875986835, 0.961438027328718, 0.961397454072032, 0.962554351964345
0.333333333333333, 0.999770453511302, 0.99976904678821, 0.999771973901415, 0.999770453511302, 0.99976904678821, 0.999771973901415, 0.999770453511302, 0.99976904678821, 0.999771973901415, 0.972683312837474, 0.972508100767172, 0.972772573146157, 0.946491980982559, 0.948725782763003, 0.948890875986387, 0.961438027328938, 0.961397454071903, 0.962554351964227
0.35, 0.999767998324876, 0.999769224582392, 0.999773860963748, 0.999767998324876, 0.999769224582392, 0.999773860963748, 0.999767998324876, 0.999769224582392, 0.999773860963748, 0.972633954362767, 0.972421816132072, 0.972902007357719, 0.946359158020031, 0.947098133261788, 0.951861650052042, 0.960883518809189, 0.961053221997425, 0.963379652413251
0.366666666666667, 0.999767996961456, 0.999769224893163, 0.999773862348742, 0.999767996961456, 0.999769224893163, 0.999773862348742, 0.999767996961456, 0.999769224893163, 0.999773862348742, 0.972633915943527, 0.972421762308815, 0.972902104074734, 0.946357663531249, 0.947097599918017, 0.951863968674069, 0.960883170782287, 0.961053077208982, 0.963380205831
0.383333333333333, 0.999767996948576, 0.999769224900113, 0.999773862356971, 0.999767996948576, 0.999769224900113, 0.999773862356971, 0.999767996948576, 0.999769224900113, 0.999773862356971, 0.972633915448095, 0.972421762120532, 0.97290210478999, 0.946357646822276, 0.947097603751367, 0.951863984159569, 0.960883167141917, 0.961053077680457, 0.963380209464657
0.4, 0.999767996948477, 0.999769224900209, 0.999773862356994, 0.999767996948477, 0.999769224900209, 0.999773862356994, 0.999767996948477, 0.999769224900209, 0.999773862356994, 0.97263391544267, 0.972421762121494, 0.972902104794742, 0.946357646673618, 0.947097603848207, 0.951863984234594, 0.960883167108781, 0.961053077698236, 0.963380209483829
0.416666666666667, 0.999767996948477, 0.999769224900211, 0.999773862356994, 0.999767996948477, 0.999769224900211, 0.999773862356994, 0.999767996948477, 0.999769224900211, 0.999773862356994, 0.972633915442621, 0.972421762121523, 0.972902104794765, 0.946357646672524, 0.947097603849417, 0.951863984234658, 0.960883167108526, 0.96105307769848, 0.963380209483867
0.433333333333333, 0.999772362990139, 0.999776621270809, 0.999778257530556, 0.999772362990139, 0.999776621270809, 0.999778257530556, 0.999772362990139, 0.999776621270809, 0.999778257530556, 0.972617040574111, 0.97258442535705, 0.973013607772266, 0.947230064439267, 0.945064755827734, 0.952339120420568, 0.96099325913097, 0.96166980725842, 0.963612365477103
0.45, 0.999772362685896, 0.999776620617733, 0.999778258412298, 0.999772362685896, 0.999776620617733, 0.999778258412298, 0.999772362685896, 0.999776620617733, 0.999778258412298, 0.972617060602071, 0.972584377879156, 0.973013634391518, 0.94723004699983, 0.945063520520026, 0.952340319076214, 0.960993285179362, 0.961669553648459, 0.963612590748259
0.466666666666667, 0.999772362679926, 0.999776620614961, 0.99977825842045, 0.999772362679926, 0.999776620614961, 0.99977825842045, 0.999772362679926, 0.999776620614961, 0.99977825842045, 0.972617060624425, 0.97258437746721, 0.973013634767992, 0.947230042606536, 0.94506351338384, 0.952340330897971, 0.960993284455881, 0.961669551901994, 0.963612593278747
0.483333333333333, 0.999772362679862, 0.999776620614967, 0.999778258420509, 0.999772362679862, 0.999776620614967, 0.999778258420509, 0.999772362679862, 0.999776620614967, 0.999778258420509, 0.972617060623177, 0.972584377464715, 0.973013634771724, 0.947230042540525, 0.945063513361487, 0.952340330994519, 0.960993284442633, 0.961669551894897, 0.963612593300534
0.5, 0.999772362679861, 0.999776620614968, 0.99977825842051, 0.999772362679861, 0.999776620614968, 0.99977825842051, 0.999772362679861, 0.999776620614968, 0.99977825842051, 0.972617060623156, 0.972584377464706, 0.973013634771755, 0.947230042539823, 0.945063513361649, 0.952340330995165, 0.960993284442484, 0.961669551894913, 0.963612593300686
0.516666666666667, 0.999766619602287, 0.999769923722962, 0.999768814576858, 0.999766619602287, 0.999769923722962, 0.999768814576858, 0.999766619602287, 0.999769923722962, 0.999768814576858, 0.972496192872823, 0.972573612645289, 0.972797363889488, 0.944957160751455, 0.945737393505234, 0.95015767687725, 0.960542282657876, 0.961476278624399, 0.962690625898898
0.533333333333333, 0.999766619632372, 0.999769923944676, 0.999768813063705, 0.999766619632372, 0.999769923944676, 0.999768813063705, 0.999766619632372, 0.999769923944676, 0.999768813063705, 0.972496165449538, 0.972573665121901, 0.972797317780371, 0.944957082405205, 0.945738538415005, 0.950156167913404, 0.960542235718314, 0.961476541281391, 0.962690292418036
0.55, 0.999766619638311, 0.999769923946145, 0.999768813053213, 0.999766619638311, 0.999769923946145, 0.999768813053213, 0.999766619638311, 0.999769923946145, 0.999768813053213, 0.972496165434334, 0.972573665552582, 0.972797317315501, 0.944957087504753, 0.945738545326961, 0.950156154223487, 0.960542236612343, 0.961476543014957, 0.96269028939275
0.566666666666667, 0.999766619638385, 0.999769923946128, 0.999768813053141, 0.999766619638385, 0.999769923946128, 0.999768813053141, 0.999766619638385, 0.999769923946128, 0.999768813053141, 0.972496165435956, 0.972573665555189, 0.972797317311059, 0.944957087585421, 0.945738545343585, 0.950156154112585, 0.96054223662869, 0.961476543021202, 0.962690289367482
0.583333333333333, 0.999766619638385, 0.999769923946127, 0.999768813053141, 0.999766619638385, 0.999769923946127, 0.999768813053141, 0.999766619638385, 0.999769923946127, 0.999768813053141, 0.972496165435983, 0.972573665555196, 0.972797317311022, 0.944957087586305, 0.945738545343309, 0.95015615411184, 0.960542236628879, 0.961476543021165, 0.962690289367303
0.6, 0.999774070772561, 0.99977210269847, 0.999775723807412, 0.999774070772561, 0.99977210269847, 0.999775723807412, 0.999774070772561, 0.99977210269847, 0.999775723807412, 0.972759572709926, 0.972544480751342, 0.972825881900365, 0.947001094826408, 0.948183766408296, 0.95007066494236, 0.961489929562966, 0.961653183631302, 0.962856886047277
0.616666666666667, 0.999774072100947, 0.999772102682312, 0.999775723536549, 0.999774072100947, 0.999772102682312, 0.999775723536549, 0.999774072100947, 0.999772102682312, 0.999775723536549, 0.972759610414727, 0.972544506286989, 0.972825836021793, 0.947002356261546, 0.948183862367768, 0.950069583992012, 0.961490207353085, 0.961653220909856, 0.962856644379182
0.633333333333333, 0.999774072109304, 0.999772102676837, 0.999775723534397, 0.999774072109304, 0.999772102676837, 0.999775723534397, 0.999774072109304, 0.999772102676837, 0.999775723534397, 0.972759610791726, 0.972544506303553, 0.972825835641287, 0.947002367374436, 0.948183857645517, 0.950069577130643, 0.961490209794165, 0.961653220071813, 0.962856642697096
0.65, 0.999774072109355, 0.99977210267677, 0.999775723534402, 0.999774072109355, 0.99977210267677, 0.999775723534402, 0.999774072109355, 0.99977210267677, 0.999775723534402, 0.972759610795286, 0.972544506302075, 0.972825835639045, 0.947002367461288, 0.948183857572863, 0.950069577108249, 0.961490209814013, 0.961653220056896, 0.962856642690323
