"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0.0166666666666667, 47.511103731515, 24.1001940496903, 47.511103731515, 53.2740493206543, 54.7548769595329, 17.9969316143317, 54.7548769595329, 57.6366732071215, 0, 0, 0, 0, 1.35256787598017, 6.10326515694658, 1.35256787598017, 6.10326515694658, 0.709149994629803, 0.426048556796272, 0.643417881350369, 5.67721660015031, 0.709149994629803, 0.643417881350369, 0.629520459027318, 0.723047416952853, 0, 0, 0, 0.629520459027318, 0, 0, 0, 0, 0.723047416952853, 0.629520459027318, 0, 0, 0, 0, 0, 0, 0.629520459027318, 0, 0, 0, 0, 0, 0.0796295356024849, 0, 0, 0, 0, 0, 0, 0.643417881350369, 0, 0, 0, 0, 0, 0, 0, 54.7548769595329, 0, 0, 0, 0, 0
0.0333333333333333, 47.511104195749, 24.1003196258904, 47.511104195749, 53.2741065431359, 54.7548650396114, 17.9970537697447, 54.7548769595329, 57.636700026087, 0, 0, 0, 0, 1.35256878144608, 6.10326585039356, 1.35256878144608, 6.10326585039356, 0.709150918294336, 0.426049410819359, 0.643417863151742, 5.6772164395742, 0.709150918294336, 0.643417881350369, 0.629521209780365, 0.723047571665713, 0, 0, 0, 0.629521209780365, 0, 0, 0, 0, 0.723047571665713, 0.629521209780365, 0, 0, 0, 0, 0, 0, 0.629521209780365, 0, 0, 0, 0, 0, 0.0796297085139708, 0, 0, 0, 0, 0, 0, 0.643417863151742, 0, 0, 0, 0, 0, 0, 0, 54.7548650396114, 0, 0, 0, 0, 0
0.05, 47.5111041470968, 24.1003196564899, 47.511104195749, 53.2741065431359, 54.7548650000999, 17.9970538067129, 54.7548769595329, 57.636700026087, 0, 0, 0, 0, 1.35256877954868, 6.10326584973849, 1.35256878144608, 6.10326585039356, 0.709150916399439, 0.426049410186334, 0.643417863149245, 5.67721643955216, 0.709150918294336, 0.643417881350369, 0.629521207964573, 0.723047571584112, 0, 0, 0, 0.629521207964573, 0, 0, 0, 0, 0.723047571584112, 0.629521207964573, 0, 0, 0, 0, 0, 0, 0.629521207964573, 0, 0, 0, 0, 0, 0.0796297084348665, 0, 0, 0, 0, 0, 0, 0.643417863149245, 0, 0, 0, 0, 0, 0, 0, 54.7548650000999, 0, 0, 0, 0, 0
0.0666666666666667, 47.5111041469249, 24.1003196564511, 47.511104195749, 53.2741065431359, 54.7548650000006, 17.9970538067145, 54.7548769595329, 57.636700026087, 0, 0, 0, 0, 1.35256877950805, 6.10326584975943, 1.35256878144608, 6.10326585039356, 0.709150916358794, 0.426049410207149, 0.643417863149258, 5.67721643955228, 0.709150918294336, 0.643417881350369, 0.629521207923629, 0.723047571584423, 0, 0, 0, 0.629521207923629, 0, 0, 0, 0, 0.723047571584423, 0.629521207923629, 0, 0, 0, 0, 0, 0, 0.629521207923629, 0, 0, 0, 0, 0, 0.079629708435165, 0, 0, 0, 0, 0, 0, 0.643417863149258, 0, 0, 0, 0, 0, 0, 0, 54.7548650000006, 0, 0, 0, 0, 0
0.0833333333333333, 47.5111041469241, 24.1003196564518, 47.511104195749, 53.2741065431359, 54.754865, 17.9970538067145, 54.7548769595329, 57.636700026087, 0, 0, 0, 0, 1.35256877950701, 6.1032658497617, 1.35256878144608, 6.10326585039356, 0.709150916357753, 0.426049410209432, 0.643417863149258, 5.67721643955228, 0.709150918294336, 0.643417881350369, 0.629521207922663, 0.723047571584348, 0, 0, 0, 0.629521207922663, 0, 0, 0, 0, 0.723047571584348, 0.629521207922663, 0, 0, 0, 0, 0, 0, 0.629521207922663, 0, 0, 0, 0, 0, 0.0796297084350898, 0, 0, 0, 0, 0, 0, 0.643417863149258, 0, 0, 0, 0, 0, 0, 0, 54.754865, 0, 0, 0, 0, 0
0.1, 48.8892364932781, 24.5627367730716, 48.8892364932781, 54.7127542962231, 56.0912985641487, 18.436311465283, 56.0912985641487, 59.0434700458687, 0, 0, 0, 0, 1.39429684736643, 6.12643107830643, 1.39429684736643, 6.12643107830643, 0.751000597738611, 0.450287699237443, 0.643296249627819, 5.67614337906899, 0.751000597738611, 0.643417881350369, 0.667026242239723, 0.727270605126707, 0, 0, 0, 0.667026242239723, 0, 0, 0, 0, 0.727270605126707, 0.667026242239723, 0, 0, 0, 0, 0, 0, 0.667026242239723, 0, 0, 0, 0, 0, 0.0839743554988873, 0, 0, 0, 0, 0, 0, 0.643296249627819, 0, 0, 0, 0, 0, 0, 0, 56.0912985641487, 0, 0, 0, 0, 0
0.116666666666667, 48.8892844504292, 24.5627591229685, 48.8892844504292, 54.7128071826693, 56.0913249764738, 18.4363269476133, 56.0913249764738, 59.0434999719333, 0, 0, 0, 0, 1.39429957147304, 6.1264321894178, 1.39429957147304, 6.1264321894178, 0.751003326979299, 0.450288855649446, 0.643296244493747, 5.67614333376835, 0.751003326979299, 0.643417881350369, 0.667028798120112, 0.727270773352934, 0, 0, 0, 0.667028798120112, 0, 0, 0, 0, 0.727270773352934, 0.667028798120112, 0, 0, 0, 0, 0, 0, 0.667028798120112, 0, 0, 0, 0, 0, 0.083974528859187, 0, 0, 0, 0, 0, 0, 0.643296244493747, 0, 0, 0, 0, 0, 0, 0, 56.0913249764738, 0, 0, 0, 0, 0
0.133333333333333, 48.889284475931, 24.5627591556835, 48.889284475931, 54.7128072201438, 56.0913250001258, 18.4363269659647, 56.0913250001258, 59.0435000001329, 0, 0, 0, 0, 1.39429957624687, 6.12643218985449, 1.39429957624687, 6.12643218985449, 0.75100333175885, 0.450288856136704, 0.643296244488016, 5.67614333371779, 0.75100333175885, 0.643417881350369, 0.667028802724365, 0.727270773522502, 0, 0, 0, 0.667028802724365, 0, 0, 0, 0, 0.727270773522502, 0.667028802724365, 0, 0, 0, 0, 0, 0, 0.667028802724365, 0, 0, 0, 0, 0, 0.0839745290344855, 0, 0, 0, 0, 0, 0, 0.643296244488016, 0, 0, 0, 0, 0, 0, 0, 56.0913250001258, 0, 0, 0, 0, 0
0.15, 48.889284475596, 24.5627591557568, 48.889284475931, 54.7128072201438, 56.0913250000009, 18.4363269659224, 56.0913250001258, 59.0435000001329, 0, 0, 0, 0, 1.39429957614263, 6.12643218984421, 1.39429957624687, 6.12643218985449, 0.751003331654606, 0.450288856126399, 0.643296244488019, 5.67614333371781, 0.75100333175885, 0.643417881350369, 0.667028802621495, 0.72727077352113, 0, 0, 0, 0.667028802621495, 0, 0, 0, 0, 0.72727077352113, 0.667028802621495, 0, 0, 0, 0, 0, 0, 0.667028802621495, 0, 0, 0, 0, 0, 0.0839745290331107, 0, 0, 0, 0, 0, 0, 0.643296244488019, 0, 0, 0, 0, 0, 0, 0, 56.0913250000009, 0, 0, 0, 0, 0
0.166666666666667, 48.8892844755952, 24.5627591557578, 48.889284475931, 54.7128072201438, 56.091325, 18.4363269659218, 56.0913250001258, 59.0435000001329, 0, 0, 0, 0, 1.39429957622061, 6.12643218984494, 1.39429957624687, 6.12643218985449, 0.75100333173259, 0.45028885612714, 0.643296244488019, 5.67614333371781, 0.75100333175885, 0.643417881350369, 0.667028802699819, 0.72727077352079, 0, 0, 0, 0.667028802699819, 0, 0, 0, 0, 0.72727077352079, 0.667028802699819, 0, 0, 0, 0, 0, 0, 0.667028802699819, 0, 0, 0, 0, 0, 0.083974529032771, 0, 0, 0, 0, 0, 0, 0.643296244488019, 0, 0, 0, 0, 0, 0, 0, 56.091325, 0, 0, 0, 0, 0
