Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, -2358.07593015048, 827.337693071737, 87.4858860160246, 348.109363378636, 289.66948892667, 274.770775987293, 40.0698363847829
