Name, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
"em", -2587.06632365991, 820.791163206841, 70.7766625479863, 330.380021156558, 1679.70855143243, 552.095049386862, 105.48353506003, 111.035300039659, 0, 0, 0, 0, 278.955990329046, 268.694954301831, 36.5769114859932, 23.6705089749413, 263.392384457535, 131.369020141438, 15.5636058715114, 137.325934160394, 35.9209972232099, 0.65593931549153, 240.942634791499, 38.0133555375474, 0, 0, 0, 240.942634791499, 0, 0, 0, 0, 38.0133555375474, 240.942634791499, 0, 0, 0, 0, 0, 0, 240.942634791499, 0, 0, 0, 0, 0, 22.4497496660361, 0, 0, 0, 0, 0, 0, 15.5636058715114, 0, 0, 0, 0, 0, 0, 0, 1679.70855143243, 0, 0, 0, 0, 0
