Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, -2587.06632365987, 820.791163206874, 70.7766625479731, 330.380021156542, 278.955990329047, 268.694954301831, 36.5769114859933
