hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0.355928, 0.116983, -3.39551E-006, 3.19663E-006
2, 0.00000, 0.301623, 0.0991361, -2.41037E-006, 2.2677E-006
3, 0.00000, 0.276171, 0.0907705, -2.00949E-006, 1.89002E-006
4, 0.00000, 0.267387, 0.0878846, -1.88046E-006, 1.76858E-006
5, 0.00000, 0.278435, 0.0915131, -2.04282E-006, 1.92132E-006
6, 0.00000, 0.321245, 0.105584, -2.74516E-006, 2.58322E-006
7, 0.00000, 0.407205, 0.133835, -4.49458E-006, 4.23421E-006
8, 0.00000, 0.454316, 0.14932, -4.88674E-006, 4.96601E-006
9, 0.00000, 0.465284, 0.152928, 1.62101E-006, 2.08435E-006
10, 0.00000, 0.47874, 0.157354, 4.35197E-006, 1.02272E-006
11, 0.00000, 0.482118, 0.158492, 1.41346E-005, -3.1664E-006
12, 0.00000, 0.478306, 0.157219, 1.44663E-005, -3.34821E-006
13, 0.00000, 0.480413, 0.157906, 1.10793E-005, -1.89245E-006
14, 0.00000, 0.489872, 0.161014, 1.99405E-006, 2.22342E-006
15, 0.00000, 0.510301, 0.167721, -3.81972E-006, 5.19156E-006
16, 0.00000, 0.560718, 0.184287, -8.82623E-006, 8.33804E-006
17, 0.00000, 0.651946, 0.214269, -1.2191E-005, 1.15409E-005
18, 0.00000, 0.726034, 0.238616, -1.53885E-005, 1.45928E-005
19, 0.00000, 0.755182, 0.248194, -1.67661E-005, 1.59068E-005
20, 0.00000, 0.772049, 0.253737, -1.75979E-005, 1.66985E-005
21, 0.00000, 0.752317, 0.247254, -1.66315E-005, 1.57762E-005
22, 0.00000, 0.688363, 0.226238, -1.3713E-005, 1.2993E-005
23, 0.00000, 0.584208, 0.19201, -9.63845E-006, 9.11063E-006
24, 0.00000, 0.459947, 0.151172, -5.80631E-006, 5.47497E-006
25, 0.00000, 0.355939, 0.116988, -3.39721E-006, 3.19827E-006
26, 0.00000, 0.301623, 0.0991361, -2.41037E-006, 2.2677E-006
27, 0.00000, 0.276171, 0.0907705, -2.00949E-006, 1.89002E-006
28, 0.00000, 0.267387, 0.0878846, -1.88046E-006, 1.76858E-006
29, 0.00000, 0.278435, 0.0915131, -2.04282E-006, 1.92132E-006
30, 0.00000, 0.321245, 0.105584, -2.74516E-006, 2.58322E-006
31, 0.00000, 0.407205, 0.133835, -4.49458E-006, 4.23421E-006
32, 0.00000, 0.454316, 0.14932, -4.89696E-006, 4.97085E-006
33, 0.00000, 0.465287, 0.152929, -6.47855E-007, 3.12107E-006
34, 0.00000, 0.478744, 0.157354, 2.83159E-006, 1.70436E-006
35, 0.00000, 0.482118, 0.158468, 7.49367E-006, -3.22252E-007
36, 0.00000, 0.478338, 0.157226, 8.08211E-006, -6.24752E-007
37, 0.00000, 0.480417, 0.157907, 5.47289E-006, 5.45077E-007
38, 0.00000, 0.489877, 0.161013, 4.65739E-007, 2.92093E-006
39, 0.00000, 0.510302, 0.16772, -5.51685E-006, 5.99801E-006
40, 0.00000, 0.560696, 0.184277, -8.8225E-006, 8.3339E-006
41, 0.00000, 0.651946, 0.214269, -1.2191E-005, 1.15409E-005
42, 0.00000, 0.726034, 0.238616, -1.53885E-005, 1.45928E-005
43, 0.00000, 0.755182, 0.248194, -1.67661E-005, 1.59068E-005
44, 0.00000, 0.772049, 0.253737, -1.75979E-005, 1.66985E-005
45, 0.00000, 0.752317, 0.247254, -1.66315E-005, 1.57762E-005
46, 0.00000, 0.688363, 0.226238, -1.3713E-005, 1.2993E-005
47, 0.00000, 0.584208, 0.19201, -9.63845E-006, 9.11063E-006
48, 0.00000, 0.459947, 0.151172, -5.80631E-006, 5.47497E-006
49, 0.00000, 0.355939, 0.116988, -3.39721E-006, 3.19827E-006
50, 0.00000, 0.301623, 0.0991361, -2.41037E-006, 2.2677E-006
51, 0.00000, 0.276171, 0.0907705, -2.00949E-006, 1.89002E-006
