hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0.143809, 0.0472674, -8.34935E-009, -6.43661E-009
2, 0.00000, 0.121866, 0.0400557, -5.92895E-009, -4.53823E-009
3, 0.00000, 0.111583, 0.0366757, -4.94411E-009, -3.77112E-009
4, 0.00000, 0.108033, 0.0355094, -4.62703E-009, -3.5257E-009
5, 0.00000, 0.1125, 0.036976, -5.02631E-009, -3.83369E-009
6, 0.00000, 0.129796, 0.0426615, -6.75198E-009, -5.1809E-009
7, 0.00000, 0.164528, 0.054077, -1.10477E-008, -8.57479E-009
8, 0.00000, 0.18356, 0.0603332, -1.27464E-008, -8.73567E-009
9, 0.00000, 0.187991, 0.0617905, -3.36684E-009, 9.10631E-009
10, 0.00000, 0.193431, 0.0635781, 2.99192E-010, 1.65914E-008
11, 0.00000, 0.194797, 0.0640297, 1.43356E-008, 4.12456E-008
12, 0.00000, 0.193267, 0.0635249, 1.48987E-008, 4.19414E-008
13, 0.00000, 0.194111, 0.0638005, 1.00136E-008, 3.37562E-008
14, 0.00000, 0.197934, 0.0650562, -3.45838E-009, 1.06286E-008
15, 0.00000, 0.206181, 0.0677684, -1.26509E-008, -4.58766E-009
16, 0.00000, 0.22655, 0.0744633, -2.16716E-008, -1.71667E-008
17, 0.00000, 0.263409, 0.0865781, -2.99178E-008, -2.398E-008
18, 0.00000, 0.293342, 0.0964165, -3.77248E-008, -3.05363E-008
19, 0.00000, 0.305121, 0.100288, -4.10686E-008, -3.33858E-008
20, 0.00000, 0.311935, 0.102528, -4.30714E-008, -3.51145E-008
21, 0.00000, 0.303957, 0.0999063, -4.07253E-008, -3.3105E-008
22, 0.00000, 0.278115, 0.0914136, -3.36314E-008, -2.70885E-008
23, 0.00000, 0.236032, 0.077582, -2.36591E-008, -1.88021E-008
24, 0.00000, 0.18583, 0.0610808, -1.42636E-008, -1.11532E-008
25, 0.00000, 0.14381, 0.0472687, -8.35215E-009, -6.44067E-009
26, 0.00000, 0.121866, 0.0400557, -5.92895E-009, -4.53823E-009
27, 0.00000, 0.111583, 0.0366757, -4.94411E-009, -3.77112E-009
28, 0.00000, 0.108033, 0.0355094, -4.62703E-009, -3.5257E-009
29, 0.00000, 0.1125, 0.036976, -5.02631E-009, -3.83369E-009
30, 0.00000, 0.129796, 0.0426615, -6.75198E-009, -5.1809E-009
31, 0.00000, 0.164528, 0.054077, -1.10477E-008, -8.57479E-009
32, 0.00000, 0.18356, 0.0603332, -1.27617E-008, -8.7638E-009
33, 0.00000, 0.187991, 0.0617905, -6.71915E-009, 3.0354E-009
34, 0.00000, 0.193432, 0.0635783, -1.93204E-009, 1.25998E-008
35, 0.00000, 0.194798, 0.0640273, 4.79259E-009, 2.47813E-008
36, 0.00000, 0.193272, 0.0635277, 5.74196E-009, 2.61923E-008
37, 0.00000, 0.194111, 0.0638008, 1.89534E-009, 1.95452E-008
38, 0.00000, 0.197934, 0.0650568, -5.71586E-009, 6.55424E-009
39, 0.00000, 0.206181, 0.0677684, -1.51871E-008, -9.2449E-009
40, 0.00000, 0.226548, 0.0744608, -2.16646E-008, -1.7158E-008
41, 0.00000, 0.263409, 0.0865781, -2.99178E-008, -2.398E-008
42, 0.00000, 0.293342, 0.0964165, -3.77248E-008, -3.05363E-008
43, 0.00000, 0.305121, 0.100288, -4.10686E-008, -3.33858E-008
44, 0.00000, 0.311935, 0.102528, -4.30714E-008, -3.51145E-008
45, 0.00000, 0.303957, 0.0999063, -4.07253E-008, -3.3105E-008
46, 0.00000, 0.278115, 0.0914136, -3.36314E-008, -2.70885E-008
47, 0.00000, 0.236032, 0.077582, -2.36591E-008, -1.88021E-008
48, 0.00000, 0.18583, 0.0610808, -1.42636E-008, -1.11532E-008
49, 0.00000, 0.14381, 0.0472687, -8.35215E-009, -6.44067E-009
50, 0.00000, 0.121866, 0.0400557, -5.92895E-009, -4.53823E-009
51, 0.00000, 0.111583, 0.0366757, -4.94411E-009, -3.77112E-009
52, 0.00000, 0.108033, 0.0355094, -4.62703E-009, -3.5257E-009
53, 0.00000, 0.1125, 0.036976, -5.02631E-009, -3.83369E-009
54, 0.00000, 0.129796, 0.0426615, -6.75198E-009, -5.1809E-009
55, 0.00000, 0.164528, 0.054077, -1.10477E-008, -8.57479E-009
56, 0.00000, 0.18356, 0.0603327, -1.38937E-008, -1.08523E-008
