Minute,Stor_O4L23,Stor_O4L28,Stor_O4L32,Stor_O4L33,Stor_O4L47,Stor_O3L53,Stor_O3L55,Stor_O3L60,Stor_O3L66,Stor_O3L67,Stor_O3L68,Stor_O3L73,Stor_O2L84,Stor_O2L88,Stor_O2L89,Stor_O2L100,Stor_O2L110,Stor_O1L130
68,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
69,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
70,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
71,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
72,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
73,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
74,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
75,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
76,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
77,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
78,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
79,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
80,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
81,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
82,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
83,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
84,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
85,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
86,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
87,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
88,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
89,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
90,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
91,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
92,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
93,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
94,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
95,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
96,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
97,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
98,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
99,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
100,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
101,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
102,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
103,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
104,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
105,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
106,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
107,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
108,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
109,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
110,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
111,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
112,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
113,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
114,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
115,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
116,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
117,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
118,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
119,-0.008250875,0.008616549,-0.00430521,0.178538468,-0.009240344,0.223733868,0.237314314,0.23832649,0.204488579,0.237811011,-0.001141858,-0.0067196,0.173152979,0.235174159,-0.009367285,0.237001435,0.141213978,0.154775465
