Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, -2331.6829484236, 847.88677923611, 87.5008103724423, 436.606823183346, 333.164673543404, 293.349811779268, 69.3583077644793
