Name, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
"em", -2331.68294842363, 847.886779236093, 87.5008103724495, 436.606823183342, 1687.15176174642, 554.542194028868, 105.483535000001, 111.0353, 4.26415861273473, 0, 0.751519220801317, 0, 333.164673543405, 293.349811779268, 69.3583077644794, 38.1103543052293, 317.61415815547, 156.139381885732, 15.5505153879341, 137.210429893536, 68.699490478329, 0.658820140033293, 291.13510900669, 42.0295645367138, 0, 0, 0, 291.13510900669, 0, 0, 0, 0, 42.0295645367138, 291.13510900669, 0, 0, 0, 0, 0, 0, 291.13510900669, 0, 0, 0, 0, 0, 26.4790491487798, 0, 0, 0, 0, 0, 0, 15.5505153879341, 0, 0, 0, 0, 0, 0, 0, 1687.15176174642, 0, 0, 0, 0, 0
