hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0
6, 0.00000, 0, 0, 0, 0
7, 0.00000, 0, 0, 0, 0
8, 0.00000, -0.028021, -1.27226E-007, -1.93172E-009, 1.59624E-009
9, 0.00000, -0.287764, -6.99537E-008, 8.62013E-009, 8.07894E-009
10, 0.00000, -0.404017, -8.09365E-007, 2.78314E-008, 6.94343E-009
11, 0.00000, -0.856253, -1.34138E-005, 1.72947E-007, -2.18432E-008
12, 0.00000, -0.877698, -6.71342E-007, 1.82396E-007, -2.42316E-008
13, 0.00000, -0.706313, 2.02864E-006, 1.14419E-007, -8.63006E-009
14, 0.00000, -0.310556, 9.78238E-008, 1.08673E-008, 8.93336E-009
15, 0.00000, -0.110892, 1.41232E-008, -5.01262E-009, 6.08722E-009
16, 0.00000, 0, 0, 0, 0
17, 0.00000, 0, 0, 0, 0
18, 0.00000, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0
30, 0.00000, 0, 0, 0, 0
31, 0.00000, 0, 0, 0, 0
32, 0.00000, -0.0276449, 2.24119E-008, -1.95381E-009, 1.5924E-009
33, 0.00000, -0.196791, -1.56379E-007, 1.46014E-009, 7.16337E-009
34, 0.00000, -0.341039, 4.50692E-008, 1.61134E-008, 8.1715E-009
35, 0.00000, -0.539689, -7.9188E-007, 4.4957E-008, 4.83476E-009
36, 0.00000, -0.567201, -4.15269E-006, 5.24291E-008, 3.28336E-009
37, 0.00000, -0.451649, 2.6877E-007, 2.53468E-008, 7.90794E-009
38, 0.00000, -0.25165, 5.96123E-007, -2.3072E-009, 9.90189E-009
39, 0.00000, -0.0547696, 1.27158E-008, -3.98365E-009, 3.4331E-009
40, 0.00000, 0, 0, 0, 0
41, 0.00000, 0, 0, 0, 0
42, 0.00000, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0
49, 0.00000, 0, 0, 0, 0
50, 0.00000, 0, 0, 0, 0
51, 0.00000, 0, 0, 0, 0
52, 0.00000, 0, 0, 0, 0
53, 0.00000, 0, 0, 0, 0
54, 0.00000, 0, 0, 0, 0
55, 0.00000, 0, 0, 0, 0
56, 0.00000, 0, 0, 0, 0
57, 0.00000, -0.0818573, -3.09122E-007, -3.52515E-009, 4.16525E-009
58, 0.00000, -0.137146, -4.39602E-007, -4.05029E-009, 6.4848E-009
59, 0.00000, -0.193224, -8.1191E-007, -1.53964E-009, 7.92754E-009
