hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0.161803, 0.0531453, -6.25261E-010, 6.67403E-009
2, 0.00000, 0.137098, 0.0450637, 1.67648E-011, 4.62783E-009
3, 0.00000, 0.125529, 0.0412506, 1.57041E-010, 3.47731E-009
4, 0.00000, 0.121535, 0.0399396, 7.72358E-010, 2.46939E-009
5, 0.00000, 0.126565, 0.0416022, 1.01852E-009, 2.62373E-009
6, 0.00000, 0.146023, 0.0480028, 2.13666E-009, 2.63839E-009
7, 0.00000, 0.185096, 0.0608358, 4.08316E-009, 3.32774E-009
8, 0.00000, 0.206522, 0.0678864, -6.03502E-009, 1.7996E-008
9, 0.00000, 0.21149, 0.0695143, 9.63592E-009, -2.283E-009
10, 0.00000, 0.217615, 0.0715282, 1.55863E-008, -9.88115E-009
11, 0.00000, 0.21914, 0.0720481, 3.15695E-008, -3.33094E-008
12, 0.00000, 0.217433, 0.0714675, 3.20437E-008, -3.39061E-008
13, 0.00000, 0.218369, 0.071772, 2.73621E-008, -2.6639E-008
14, 0.00000, 0.222674, 0.0731885, 1.13729E-008, -3.17762E-009
15, 0.00000, 0.231953, 0.0762393, -1.38638E-009, 1.50675E-008
16, 0.00000, 0.254867, 0.0837707, -1.26635E-008, 3.279E-008
17, 0.00000, 0.296333, 0.0973999, -1.78611E-008, 4.55605E-008
18, 0.00000, 0.329989, 0.108462, -2.30235E-008, 5.78764E-008
19, 0.00000, 0.343254, 0.112822, -2.53695E-008, 6.32819E-008
20, 0.00000, 0.350922, 0.115342, -2.68054E-008, 6.65432E-008
21, 0.00000, 0.341965, 0.112401, -2.07378E-008, 5.81711E-008
22, 0.00000, 0.312878, 0.102838, -2.03099E-008, 5.14145E-008
23, 0.00000, 0.265547, 0.0872832, -1.3867E-008, 3.5909E-008
24, 0.00000, 0.209062, 0.0687172, -8.43244E-009, 2.15944E-008
25, 0.00000, 0.161787, 0.0531778, -7.73751E-009, 1.63215E-008
26, 0.00000, 0.137109, 0.0450685, -5.51894E-009, 1.15625E-008
27, 0.00000, 0.125535, 0.0412628, -4.32028E-009, 9.36324E-009
28, 0.00000, 0.121539, 0.0399495, -2.55567E-009, 6.83598E-009
29, 0.00000, 0.12656, 0.0416042, -8.78177E-010, 5.12094E-009
30, 0.00000, 0.146021, 0.0479928, -1.94976E-009, 7.72167E-009
31, 0.00000, 0.185093, 0.0608361, -4.79871E-009, 1.48434E-008
32, 0.00000, 0.206503, 0.0678743, -6.02408E-009, 1.83789E-008
33, 0.00000, 0.211493, 0.0695159, 6.13664E-009, 2.53362E-009
34, 0.00000, 0.217611, 0.0715252, 1.26504E-008, -5.66869E-009
35, 0.00000, 0.219153, 0.0720308, 1.78512E-008, -1.32476E-008
36, 0.00000, 0.21744, 0.0714725, 1.88693E-008, -1.48671E-008
37, 0.00000, 0.218372, 0.0717755, 1.42375E-008, -8.10507E-009
38, 0.00000, 0.222662, 0.0731865, 4.87533E-009, 5.453E-009
39, 0.00000, 0.231951, 0.0762386, -6.32473E-009, 2.16177E-008
40, 0.00000, 0.254885, 0.0837409, 9.71021E-009, 4.48171E-009
41, 0.00000, 0.296358, 0.0974137, -1.70304E-008, 4.46158E-008
42, 0.00000, 0.329999, 0.108464, -2.27642E-008, 5.7839E-008
43, 0.00000, 0.343238, 0.112814, -2.49769E-008, 6.31171E-008
44, 0.00000, 0.350912, 0.115337, -2.6554E-008, 6.64416E-008
45, 0.00000, 0.341967, 0.112401, -2.54311E-008, 6.28776E-008
46, 0.00000, 0.312884, 0.102841, -2.0509E-008, 5.14525E-008
47, 0.00000, 0.265541, 0.0872809, -1.4134E-008, 3.58818E-008
48, 0.00000, 0.209062, 0.0687172, -8.43263E-009, 2.15938E-008
49, 0.00000, 0.161783, 0.0531753, -4.87935E-009, 1.27696E-008
50, 0.00000, 0.137101, 0.0450631, -3.55042E-009, 9.20392E-009
51, 0.00000, 0.125536, 0.0412642, -6.49287E-009, 1.20067E-008
52, 0.00000, 0.121544, 0.039952, -6.09223E-009, 1.14295E-008
53, 0.00000, 0.126564, 0.041599, -6.36802E-009, 1.21699E-008
54, 0.00000, 0.146015, 0.0479908, -7.85064E-009, 1.54566E-008
55, 0.00000, 0.185131, 0.0607795, 2.13215E-009, 4.89368E-009
56, 0.00000, 0.206506, 0.0678735, 2.08751E-009, 8.16936E-009
57, 0.00000, 0.211502, 0.0695228, -1.81985E-009, 1.29825E-008
58, 0.00000, 0.217618, 0.0715304, 7.8107E-010, 1.03416E-008
59, 0.00000, 0.219157, 0.072037, 4.28589E-009, 5.75103E-009
60, 0.00000, 0.217438, 0.0714694, 4.43358E-009, 5.54439E-009
61, 0.00000, 0.218373, 0.0717761, 2.7251E-009, 7.99115E-009
62, 0.00000, 0.222673, 0.0731895, -1.11558E-009, 1.36228E-008
63, 0.00000, 0.231953, 0.0762394, -1.49899E-009, 1.52172E-008
64, 0.00000, 0.254868, 0.083771, -1.26667E-008, 3.27928E-008
65, 0.00000, 0.296318, 0.0973946, -1.78471E-008, 4.55286E-008
66, 0.00000, 0.330027, 0.108478, -1.90318E-008, 5.35905E-008
67, 0.00000, 0.343242, 0.112818, -2.53109E-008, 6.3238E-008
68, 0.00000, 0.350918, 0.115341, -2.67839E-008, 6.65284E-008
69, 0.00000, 0.34196, 0.112397, -2.51927E-008, 6.27788E-008
70, 0.00000, 0.312879, 0.102838, -2.03162E-008, 5.1418E-008
71, 0.00000, 0.265536, 0.0872778, -1.3909E-008, 3.58494E-008
72, 0.00000, 0.209059, 0.0687145, -8.25634E-009, 2.15763E-008
73, 0.00000, 0.173443, 0.0570099, -5.78821E-009, 1.46875E-008
74, 0.00000, 0.146453, 0.0481392, -4.17452E-009, 1.05181E-008
75, 0.00000, 0.131817, 0.0433276, -3.3645E-009, 8.53842E-009
76, 0.00000, 0.125091, 0.0411159, -3.01762E-009, 7.70354E-009
77, 0.00000, 0.125031, 0.0410957, -2.98707E-009, 7.68912E-009
78, 0.00000, 0.131619, 0.043261, -3.28269E-009, 8.49399E-009
79, 0.00000, 0.14684, 0.048264, -4.04251E-009, 1.05305E-008
80, 0.00000, 0.175638, 0.0577294, -4.16891E-009, 1.29781E-008
81, 0.00000, 0.221261, 0.0727243, 4.43433E-009, 6.01021E-009
82, 0.00000, 0.263662, 0.086661, 1.4158E-008, -1.87302E-009
83, 0.00000, 0.286079, 0.0940286, 2.76007E-008, -1.7296E-008
84, 0.00000, 0.294613, 0.0968416, 2.8322E-008, -1.69528E-008
85, 0.00000, 0.298596, 0.0981451, 2.3263E-008, -9.15352E-009
86, 0.00000, 0.304336, 0.100031, 7.99133E-009, 1.27422E-008
87, 0.00000, 0.310035, 0.101902, -5.10027E-008, 8.83759E-008
88, 0.00000, 0.314664, 0.103428, -4.73876E-008, 9.43785E-008
89, 0.00000, 0.332029, 0.109132, -3.29825E-008, 7.03472E-008
90, 0.00000, 0.340827, 0.112031, -2.15431E-009, 3.47501E-008
91, 0.00000, 0.339052, 0.111448, 2.9887E-008, -5.20588E-009
92, 0.00000, 0.337754, 0.111014, -2.43266E-008, 6.09793E-008
93, 0.00000, 0.324954, 0.106808, -2.15977E-008, 5.5927E-008
94, 0.00000, 0.299905, 0.0985751, -1.8536E-008, 4.6835E-008
95, 0.00000, 0.263889, 0.0867376, -1.38997E-008, 3.53968E-008
96, 0.00000, 0.219873, 0.0722702, -9.35269E-009, 2.3995E-008
97, 0.00000, 0.177318, 0.0582813, -5.85752E-009, 1.53634E-008
98, 0.00000, 0.149157, 0.0490286, -4.39643E-009, 1.08675E-008
