hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0
6, 0.00000, 0, 0, 0, 0
7, 0.00000, 0, 0, 0, 0
8, 0.00000, -0.0345557, -7.61861E-007, -1.62495E-009, -2.87323E-009
9, 0.00000, -0.354904, -4.63171E-007, -8.5108E-009, 3.19255E-008
10, 0.00000, -0.498293, -9.85717E-007, -7.43609E-009, 7.93834E-008
11, 0.00000, -1.0561, -1.78843E-005, 2.52164E-008, 4.2748E-007
12, 0.00000, -1.08254, -1.50284E-005, 2.82814E-008, 4.49724E-007
13, 0.00000, -0.871096, 3.50591E-006, 1.00531E-008, 2.86452E-007
14, 0.00000, -0.382998, 1.45173E-007, -9.43047E-009, 3.81391E-008
15, 0.00000, -0.136761, 1.26396E-005, -6.24363E-009, -5.16669E-009
16, 0.00000, 0, 0, 0, 0
17, 0.00000, 0, 0, 0, 0
18, 0.00000, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0
30, 0.00000, 0, 0, 0, 0
31, 0.00000, 0, 0, 0, 0
32, 0.00000, -0.0340942, 3.21343E-008, -1.61852E-009, -2.87654E-009
33, 0.00000, -0.242705, -3.4043E-007, -7.89056E-009, 7.5342E-009
34, 0.00000, -0.420628, -2.29917E-006, -8.78565E-009, 5.11944E-008
35, 0.00000, -0.665637, -5.79132E-006, -2.30621E-009, 1.59768E-007
36, 0.00000, -0.69953, -1.18433E-006, -3.74805E-010, 1.78953E-007
37, 0.00000, -0.556997, 2.84608E-006, -6.14517E-009, 1.05284E-007
38, 0.00000, -0.310357, 3.4422E-007, -9.43961E-009, 1.93696E-008
39, 0.00000, -0.0675426, 5.21889E-006, -3.46771E-009, -5.29977E-009
40, 0.00000, 0, 0, 0, 0
41, 0.00000, 0, 0, 0, 0
42, 0.00000, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0
49, 0.00000, 0, 0, 0, 0
50, 0.00000, 0, 0, 0, 0
51, 0.00000, 0, 0, 0, 0
52, 0.00000, 0, 0, 0, 0
53, 0.00000, 0, 0, 0, 0
54, 0.00000, 0, 0, 0, 0
55, 0.00000, 0, 0, 0, 0
56, 0.00000, 0, 0, 0, 0
57, 0.00000, -0.100964, -1.16314E-006, -4.39032E-009, -4.84857E-009
58, 0.00000, -0.16915, -1.34707E-006, -6.69972E-009, -2.08479E-009
59, 0.00000, -0.238315, -2.02459E-006, -8.22222E-009, 5.92736E-009
