"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus", "LV Undervoltages", "Min LV Voltage", "LV Overvoltage", "Max LV Voltage", "Min LV Bus", "Max LV Bus"
1, 0, 0.999704101587918, 0, 0.999707797785265, mv, mv, 0, 0.939160580917741, 0, 0.971926713819865, o4zk34, lv
2, 0, 0.999749255971653, 0, 0.999752305319791, mv, mv, 0, 0.945304647775147, 0, 0.972603147084769, o4zk34, lv
3, 0, 0.999770449297344, 0, 0.999773205546845, mv, mv, 0, 0.948183421986082, 0, 0.972920197072309, o4zk34, lv
4, 0, 0.999780901308837, 0, 0.999783547416161, mv, mv, 0, 0.9496559423716, 0, 0.973058470539477, o4zk34, lv
5, 0, 0.999773030579105, 0, 0.99977579710352, mv, mv, 0, 0.948610827690923, 0, 0.972933058916451, o4zk34, lv
6, 0, 0.999744138106977, 0, 0.99974737170414, mv, mv, 0, 0.944799332372516, 0, 0.972462303606261, o4zk34, lv
7, 0, 0.999682295763917, 0, 0.999686525316149, mv, mv, 0, 0.936536780955741, 0, 0.971480212969221, o4zk34, lv
8, 0, 0.999624644072129, 0, 0.999629331047654, mv, mv, 0, 0.928313204599718, 0, 0.97071487504931, o4zk42, lv
9, 0, 0.99980102750971, 0, 0.999802655766047, mv, mv, 0, 0.955754187608546, 0, 0.972248126367418, o4zk37, lv
10, 0, 0.999869513319611, 0, 0.999870841609614, mv, mv, 0, 0.966259260322802, 0, 0.97950921853979, o4zk15, o3zk19
11, 0, 1.0001580056857, 0, 1.00016092233937, mv, mv, 0, 0.973783828302189, 0, 1.02765922501701, o1zk6, o3zk7
12, 0, 1.00017395460315, 0, 1.00017694332268, mv, mv, 0, 0.974225009690269, 0, 1.0301674350038, o1zk6, o3zk7
13, 0, 1.0000656130426, 0, 1.00006795659616, mv, mv, 0, 0.971559127153813, 0, 1.01209111929173, o1zk6, o3zk7
14, 0, 0.999797006244305, 0, 0.999798647993083, mv, mv, 0, 0.955507182955638, 0, 0.972089361063256, o4zk37, lv
15, 0, 0.999637682636678, 0, 0.999641949335338, mv, mv, 0, 0.931272030652991, 0, 0.970554312153531, o4zk42, lv
