Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 147084.913587749, 298420.024098698, 177.192474416416, 492.365510661433, 36684.1083733761, 65679.5191899243, 85.9263588430985
