hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 192.125, -112.259, -193.454, -110.279, 1.18474, 222.809, 9.63964E-006, -3.8733E-006, -0.168827, 0.335318, 0.374543, -0.021576, -0.205796, -0.313432, -0.00956002, 0.00356293
2, 0.00000, 192.64, -112.323, -193.738, -110.688, 0.979656, 223.236, 8.13132E-006, -2.34489E-006, -0.0961326, 0.256191, 0.269763, -0.0448796, -0.173631, -0.211101, -0.0081301, 0.00213485
3, 0.00000, 192.882, -112.352, -193.87, -110.881, 0.882472, 223.437, 7.46658E-006, -1.53209E-006, -0.0586192, 0.217089, 0.217203, -0.0578028, -0.158569, -0.159172, -0.00748173, 0.00141811
4, 0.00000, 193.005, -112.353, -193.926, -110.986, 0.820973, 223.533, 7.31428E-006, 7.88057E-008, 0.0229361, 0.163671, 0.130197, -0.10168, -0.153085, -0.0619165, -0.00736172, -0.000153128
5, 0.00000, 192.918, -112.337, -193.873, -110.919, 0.851509, 223.458, 7.62912E-006, 2.80544E-007, 0.035219, 0.163999, 0.12432, -0.112466, -0.159483, -0.0514196, -0.00768538, -0.000393532
6, 0.00000, 192.598, -112.268, -193.672, -110.679, 0.955427, 223.178, 8.94719E-006, 1.84668E-006, 0.118698, 0.144063, 0.0652993, -0.174735, -0.183891, 0.0308059, -0.00905365, -0.00198019
7, 0.00000, 191.906, -112.137, -193.254, -110.151, 1.19434, 222.583, 1.1586E-005, 3.71337E-006, 0.215142, 0.145503, 0.0183353, -0.258876, -0.233233, 0.113446, -0.0118311, -0.00378661
8, 0.00000, 191.238, -112.132, -192.953, -109.58, 1.52787, 222.064, 1.10049E-005, -1.31779E-005, -0.593898, 0.65183, 0.86068, 0.187892, -0.267237, -0.83872, -0.01055, 0.0121767
9, 0.00000, 193.654, -111.626, -193.596, -111.868, -0.0690452, 223.671, 2.47352E-006, -5.29512E-006, 0.0334401, 0.287825, 0.232397, -0.1729, -0.265858, -0.114758, -0.00245182, 0.00512729
10, 0.00000, 194.626, -111.379, -193.82, -112.81, -0.74799, 224.301, -8.5642E-007, -2.03079E-006, 0.310951, 0.136462, -0.0374238, -0.337485, -0.273488, 0.201164, 0.000817352, 0.00188968
11, 0.00000, 198.651, -110.416, -194.816, -116.696, -3.52615, 226.969, -1.37922E-005, 1.08555E-005, 1.44119, -0.490925, -1.14691, -1.0032, -0.294689, 1.49564, 0.0142031, -0.0123704
12, 0.00000, 198.868, -110.372, -194.877, -116.902, -3.67029, 227.117, -1.44702E-005, 1.15407E-005, 1.49907, -0.524543, -1.20502, -1.03661, -0.294463, 1.56277, 0.0148827, -0.0131543
13, 0.00000, 197.355, -110.745, -194.509, -115.434, -2.61436, 226.115, -9.74663E-006, 6.80546E-006, 1.0687, -0.288502, -0.7848, -0.781487, -0.283983, 1.07078, 0.0098309, -0.00759468
14, 0.00000, 193.645, -111.553, -193.529, -111.893, -0.121456, 223.628, 2.34849E-006, -5.1777E-006, 0.061248, 0.28809, 0.218756, -0.197094, -0.279959, -0.0908466, -0.00239388, 0.00502852
15, 0.00000, 191.515, -111.911, -192.887, -109.916, 1.21725, 222.166, 9.62445E-006, -1.22706E-005, -0.470885, 0.615743, 0.768073, 0.0995235, -0.297511, -0.714458, -0.00930123, 0.0114623
16, 0.00000, 189.907, -112.045, -192.291, -108.49, 2.11679, 221.006, 1.51451E-005, -1.75669E-005, -0.816759, 0.859287, 1.15118, 0.276768, -0.335159, -1.13426, -0.0144022, 0.0157742
17, 0.00000, 188.998, -111.917, -191.785, -107.779, 2.46359, 220.255, 1.80011E-005, -2.02578E-005, -0.930452, 0.991887, 1.32232, 0.308611, -0.39286, -1.29803, -0.0170134, 0.0177855
18, 0.00000, 188.279, -111.821, -191.355, -107.197, 2.75702, 219.632, 1.97243E-005, -2.28493E-005, -1.02304, 1.10048, 1.46236, 0.334267, -0.440479, -1.43172, -0.0185708, 0.0198251
19, 0.00000, 188.004, -111.791, -191.187, -106.974, 2.87487, 219.378, 2.009E-005, -2.37188E-005, -1.0595, 1.14343, 1.51776, 0.344341, -0.45945, -1.48459, -0.0189047, 0.0205411
20, 0.00000, 187.846, -111.773, -191.093, -106.847, 2.94238, 219.233, 2.0338E-005, -2.41944E-005, -1.08059, 1.16832, 1.54981, 0.350147, -0.470461, -1.51521, -0.0191051, 0.0209391
21, 0.00000, 188.105, -111.776, -191.226, -107.068, 2.81089, 219.458, 2.03167E-005, -2.08251E-005, -0.93149, 1.06464, 1.38583, 0.273077, -0.455189, -1.33506, -0.019472, 0.0181725
22, 0.00000, 188.639, -111.868, -191.577, -107.492, 2.60543, 219.951, 1.89878E-005, -2.14485E-005, -0.975919, 1.04515, 1.39103, 0.321233, -0.416168, -1.36364, -0.017927, 0.0187011
23, 0.00000, 189.674, -112.013, -192.162, -108.307, 2.20601, 220.814, 1.58436E-005, -1.82428E-005, -0.846025, 0.893262, 1.19514, 0.285068, -0.349864, -1.17637, -0.0150917, 0.0162817
24, 0.00000, 190.891, -112.179, -192.839, -109.264, 1.73591, 221.822, 1.21632E-005, -1.47171E-005, -0.691802, 0.71449, 0.96371, 0.241218, -0.272494, -0.954477, -0.0115768, 0.0134854
25, 0.00000, 191.74, -112.343, -193.354, -109.91, 1.44611, 222.551, 8.8671E-006, -1.67575E-005, -0.809267, 0.711421, 1.01999, 0.344523, -0.211281, -1.05495, -0.00830785, 0.0157593
26, 0.00000, 192.286, -112.403, -193.647, -110.347, 1.22189, 223, 7.44153E-006, -1.4245E-005, -0.69049, 0.604061, 0.867795, 0.2955, -0.177771, -0.898796, -0.0069756, 0.0134804
27, 0.00000, 192.552, -112.427, -193.787, -110.563, 1.10853, 223.217, 6.77668E-006, -1.26105E-005, -0.613784, 0.541666, 0.775542, 0.260363, -0.162103, -0.801436, -0.00643152, 0.0120175
28, 0.00000, 192.75, -112.411, -193.861, -110.739, 0.996855, 223.363, 6.77839E-006, -8.51221E-006, -0.409322, 0.415993, 0.564612, 0.146267, -0.155499, -0.561857, -0.00656874, 0.00810813
29, 0.00000, 192.784, -112.367, -193.839, -110.79, 0.943374, 223.368, 7.35277E-006, -4.19058E-006, -0.190519, 0.295679, 0.351117, 0.0170716, -0.160663, -0.312484, -0.00728862, 0.0039243
30, 0.00000, 192.344, -112.325, -193.607, -110.435, 1.12906, 223.009, 8.44209E-006, -6.58427E-006, -0.307374, 0.39297, 0.493698, 0.0695259, -0.186462, -0.462096, -0.00830395, 0.00618344
31, 0.00000, 191.47, -112.231, -193.14, -109.733, 1.49017, 222.291, 1.07189E-005, -1.08354E-005, -0.509901, 0.570738, 0.748635, 0.15583, -0.239019, -0.72578, -0.0104339, 0.0100476
32, 0.00000, 191.223, -112.136, -192.949, -109.566, 1.53815, 222.054, 1.09678E-005, -1.35656E-005, -0.614181, 0.663842, 0.881239, 0.199447, -0.267489, -0.862292, -0.0105368, 0.0125686
33, 0.00000, 192.854, -111.787, -193.376, -111.113, 0.454672, 223.134, 5.60053E-006, -5.78249E-006, -0.0743059, 0.351438, 0.341269, -0.111438, -0.267019, -0.239721, -0.00554502, 0.00550309
34, 0.00000, 194.035, -111.505, -193.663, -112.248, -0.353857, 223.906, 1.10539E-006, -3.95277E-006, 0.151926, 0.228069, 0.121443, -0.245591, -0.273329, 0.0176473, -0.00114584, 0.00382799
