hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 189.738, -110.349, -190.892, -109.202, 0.767187, 220.209, 4.97518E-005, -0.000242704, -0.294899, 0.331876, 0.434094, 0.0889283, -0.139641, -0.419914, 0.000446397, -0.000890924
2, 0.00000, 190.648, -110.722, -191.592, -109.792, 0.626057, 221.062, 4.03057E-005, -0.000201397, -0.248973, 0.279848, 0.366305, 0.075325, -0.117649, -0.354551, 0.000317093, -0.000621796
3, 0.00000, 191.075, -110.895, -191.919, -110.07, 0.558244, 221.461, 3.61139E-005, -0.000182838, -0.227591, 0.255666, 0.334764, 0.0689611, -0.107436, -0.324106, 0.000263653, -0.000521509
4, 0.00000, 191.293, -110.957, -192.064, -110.224, 0.502477, 221.653, 3.46148E-005, -0.000176021, -0.22018, 0.247214, 0.323779, 0.0667925, -0.103843, -0.313533, 0.00024369, -0.000473323
5, 0.00000, 191.138, -110.883, -191.936, -110.128, 0.518537, 221.503, 3.63584E-005, -0.000183741, -0.229434, 0.257633, 0.337398, 0.0695726, -0.108229, -0.3267, 0.000264446, -0.000505605
6, 0.00000, 190.571, -110.596, -191.455, -109.786, 0.563957, 220.947, 4.33426E-005, -0.000214545, -0.265385, 0.298104, 0.390284, 0.0803712, -0.12525, -0.377813, 0.000351193, -0.000661854
7, 0.00000, 189.345, -110.01, -190.445, -109.03, 0.688045, 219.762, 5.90491E-005, -0.000280462, -0.33834, 0.380433, 0.497678, 0.102125, -0.159917, -0.481451, 0.000579287, -0.00110712
8, 0.00000, 188.204, -109.684, -189.688, -108.223, 0.979331, 218.76, 6.92851E-005, -0.000321411, -0.378926, 0.427218, 0.558132, 0.113667, -0.179966, -0.539383, 0.000760629, -0.00150257
9, 0.00000, 192.784, -109.97, -191.891, -111.894, -0.943506, 222.31, 6.64841E-005, -0.000295752, -0.384831, 0.425851, 0.560839, 0.119743, -0.176611, -0.545117, 0.000603374, -0.000476209
10, 0.00000, 194.636, -110.004, -192.723, -113.419, -1.78787, 223.721, 6.71012E-005, -0.00029179, -0.394819, 0.433431, 0.572741, 0.124692, -0.178485, -0.558025, 0.000563159, -9.77139E-005
11, 0.00000, 202.263, -110.255, -196.282, -119.674, -5.20615, 229.642, 6.07981E-005, -0.000247493, -0.392331, 0.417644, 0.559069, 0.13088, -0.167017, -0.54985, 0.000279021, 0.00132542
12, 0.00000, 202.669, -110.282, -196.484, -120.002, -5.37889, 229.966, 5.96124E-005, -0.000243262, -0.388945, 0.413424, 0.55378, 0.130087, -0.165084, -0.544896, 0.000249084, 0.00138568
13, 0.00000, 199.804, -110.209, -195.157, -117.638, -4.07295, 227.739, 6.22477E-005, -0.000260324, -0.392572, 0.422094, 0.562693, 0.128731, -0.170476, -0.551732, 0.000354207, 0.00090698
14, 0.00000, 192.794, -109.833, -191.781, -111.963, -1.05259, 222.254, 7.06176E-005, -0.00031106, -0.405537, 0.44826, 0.590603, 0.126417, -0.185718, -0.574189, 0.000652624, -0.000487544
15, 0.00000, 188.792, -109.421, -189.721, -108.826, 0.505082, 219.074, 7.92455E-005, -0.000355666, -0.426006, 0.477982, 0.625646, 0.128929, -0.200533, -0.605401, 0.000892613, -0.00151045
