hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 189.396, -110.073, -190.525, -109.049, 0.705814, 219.837, -1.18083E-005, -2.28029E-005, -0.944142, 1.06188, 1.389, 0.284878, -0.446425, -1.34367, 0.0133772, 0.0197118
2, 0.00000, 190.365, -110.491, -191.286, -109.666, 0.573903, 220.752, -9.90982E-006, -1.89296E-005, -0.796798, 0.895141, 1.17174, 0.241188, -0.376055, -1.13418, 0.0110228, 0.0167752
3, 0.00000, 190.819, -110.686, -191.641, -109.956, 0.510314, 221.181, -9.04506E-006, -1.71817E-005, -0.728239, 0.817683, 1.0707, 0.220764, -0.343385, -1.03664, 0.00996934, 0.0153764
4, 0.00000, 191.053, -110.757, -191.801, -110.119, 0.455084, 221.388, -8.72832E-006, -1.65479E-005, -0.704461, 0.790582, 1.03548, 0.213805, -0.331877, -1.00275, 0.00958245, 0.0149103
5, 0.00000, 190.888, -110.675, -191.662, -110.019, 0.468942, 221.228, -9.09143E-006, -1.728E-005, -0.734115, 0.823937, 1.07909, 0.222725, -0.3459, -1.04491, 0.010019, 0.0155301
6, 0.00000, 190.289, -110.358, -191.143, -109.664, 0.505353, 220.635, -1.05263E-005, -2.01868E-005, -0.849358, 0.953513, 1.24844, 0.257386, -0.400319, -1.20861, 0.0117594, 0.0178959
7, 0.00000, 188.99, -109.708, -190.051, -108.878, 0.612033, 219.37, -1.35011E-005, -2.63885E-005, -1.08344, 1.21731, 1.5926, 0.327295, -0.511194, -1.54077, 0.0155368, 0.0225564
8, 0.00000, 187.764, -109.329, -189.215, -108.027, 0.899611, 218.282, -1.48715E-005, -2.74612E-005, -1.08439, 1.29218, 1.65693, 0.290282, -0.574878, -1.57758, 0.0172077, 0.0225764
9, 0.00000, 192.715, -109.751, -191.687, -111.935, -1.07882, 222.167, -1.04294E-005, -2.52543E-006, 0.0802856, 0.613573, 0.490409, -0.37645, -0.570741, -0.236234, 0.0104755, 0.00163639
10, 0.00000, 194.719, -109.835, -192.626, -113.56, -1.9512, 223.713, -9.02657E-006, 6.81529E-006, 0.568348, 0.350821, 0.0190238, -0.667478, -0.587147, 0.31732, 0.0088021, -0.00747818
11, 0.00000, 202.959, -110.291, -196.621, -120.219, -5.47941, 230.19, -3.34136E-006, 3.97994E-005, 2.53637, -0.729676, -1.90564, -1.83465, -0.633097, 2.57085, 0.00570309, -0.0463227
12, 0.00000, 203.397, -110.329, -196.847, -120.568, -5.65716, 230.543, -2.99524E-006, 4.13253E-005, 2.63704, -0.788196, -2.00713, -1.89295, -0.632563, 2.68821, 0.00564832, -0.048389
13, 0.00000, 200.303, -110.182, -195.357, -118.052, -4.30821, 228.108, -4.96049E-006, 2.98817E-005, 1.89502, -0.387473, -1.28613, -1.44872, -0.609857, 1.83969, 0.00592047, -0.0333751
