hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 187.715, -108.968, -188.911, -108.178, 0.603519, 218.104, -5.1015E-006, -1.12587E-005, -0.425991, 0.478625, 0.625813, 0.128486, -0.200785, -0.605224, 0.00606473, 0.0093722
2, 0.00000, 188.896, -109.559, -189.902, -108.888, 0.51203, 219.25, -4.26824E-006, -9.29779E-006, -0.358991, 0.403043, 0.527346, 0.108582, -0.169044, -0.510285, 0.00495773, 0.00795763
3, 0.00000, 189.446, -109.834, -190.362, -109.219, 0.468708, 219.784, -3.88482E-006, -8.4002E-006, -0.327836, 0.367934, 0.481574, 0.0992907, -0.154308, -0.466119, 0.00445446, 0.00729433
4, 0.00000, 189.635, -109.928, -190.52, -109.333, 0.453591, 219.967, -3.75557E-006, -8.10481E-006, -0.317148, 0.355896, 0.465864, 0.0960961, -0.149251, -0.45095, 0.00429152, 0.0070624
5, 0.00000, 189.398, -109.81, -190.321, -109.19, 0.472747, 219.737, -3.91578E-006, -8.46061E-006, -0.330558, 0.371001, 0.485594, 0.100107, -0.155604, -0.470005, 0.00448449, 0.00735815
6, 0.00000, 188.471, -109.347, -189.545, -108.632, 0.545373, 218.837, -4.56586E-006, -9.98457E-006, -0.383095, 0.430222, 0.562782, 0.115758, -0.180463, -0.544467, 0.00534116, 0.00847204
7, 0.00000, 186.587, -108.401, -187.967, -107.501, 0.688247, 217.012, -5.9084E-006, -1.32187E-005, -0.489996, 0.55093, 0.719858, 0.147388, -0.231146, -0.695797, 0.00719201, 0.010698
8, 0.00000, 186.258, -107.994, -187.494, -107.411, 0.529248, 216.584, -6.56113E-006, -1.49286E-005, -0.548485, 0.615616, 0.804728, 0.16537, -0.257833, -0.778026, 0.00815143, 0.0119673
9, 0.00000, 192.5, -108.881, -190.891, -112.149, -1.65111, 221.627, -5.79836E-006, -1.36301E-005, -0.553438, 0.607964, 0.802549, 0.174093, -0.250333, -0.781205, 0.00702019, 0.0127783
10, 0.00000, 195.021, -109.13, -192.186, -114.116, -2.62041, 223.631, -5.60719E-006, -1.33794E-005, -0.566335, 0.616435, 0.817096, 0.181237, -0.251853, -0.797637, 0.00669963, 0.0133449
11, 0.00000, 205.348, -110.282, -197.664, -122.152, -6.52586, 231.993, -4.44717E-006, -1.11934E-005, -0.557043, 0.585631, 0.788289, 0.189541, -0.231681, -0.777959, 0.00488197, 0.0139807
12, 0.00000, 205.895, -110.361, -197.971, -122.571, -6.72042, 232.448, -4.3625E-006, -1.0986E-005, -0.551887, 0.579262, 0.780299, 0.188317, -0.228795, -0.770482, 0.00474576, 0.0138889
13, 0.00000, 202.019, -109.959, -195.928, -119.535, -5.22434, 229.306, -4.7886E-006, -1.18209E-005, -0.559183, 0.59452, 0.796344, 0.186671, -0.237787, -0.783156, 0.00541493, 0.013786
14, 0.00000, 192.536, -108.704, -190.76, -112.256, -1.80158, 221.572, -6.05774E-006, -1.42999E-005, -0.583217, 0.639689, 0.844996, 0.183939, -0.263064, -0.822831, 0.00734334, 0.0135024
15, 0.00000, 187.132, -107.72, -187.64, -108.247, -0.0763192, 217.105, -7.11416E-006, -1.6576E-005, -0.616466, 0.687578, 0.901075, 0.188004, -0.286478, -0.872622, 0.00898303, 0.0136166
16, 0.00000, 183.134, -106.653, -185.079, -105.444, 0.931682, 213.682, -8.46897E-006, -1.97858E-005, -0.686236, 0.773212, 1.00802, 0.20465, -0.324405, -0.972661, 0.0110927, 0.0145848
17, 0.00000, 181.025, -105.576, -183.319, -104.196, 1.06885, 211.659, -1.00996E-005, -2.42137E-005, -0.806322, 0.909658, 1.18419, 0.239175, -0.381576, -1.14145, 0.0138059, 0.0168315
18, 0.00000, 179.389, -104.731, -181.811, -103.173, 1.22103, 209.978, -1.17468E-005, -2.65215E-005, -0.904254, 1.02107, 1.33039, 0.267746, -0.429313, -1.281, 0.0149279, 0.0187066
19, 0.00000, 178.788, -104.437, -181.218, -102.797, 1.29359, 209.287, -1.32716E-005, -2.06806E-005, -0.936582, 1.05807, 1.38852, 0.279199, -0.448493, -1.3366, 0.00982691, 0.0200162
20, 0.00000, 178.444, -104.276, -180.884, -102.589, 1.33496, 208.88, -1.41039E-005, -1.709E-005, -0.955154, 1.07941, 1.42225, 0.285875, -0.459705, -1.36905, 0.00671201, 0.0208551
21, 0.00000, 178.847, -104.466, -181.276, -102.834, 1.28669, 209.354, -1.30702E-005, -2.12206E-005, -0.933391, 1.05443, 1.38279, 0.278083, -0.446637, -1.33123, 0.0103104, 0.0199342
22, 0.00000, 180.194, -105.148, -182.594, -103.693, 1.13161, 210.839, -1.08312E-005, -2.59491E-005, -0.854915, 0.964929, 1.25577, 0.253145, -0.404872, -1.20983, 0.0148462, 0.0177012
23, 0.00000, 182.594, -106.378, -184.629, -105.124, 0.967113, 213.164, -8.89073E-006, -2.09388E-005, -0.716983, 0.808115, 1.05307, 0.213506, -0.338999, -1.01583, 0.0118015, 0.0151518
24, 0.00000, 185.412, -107.809, -186.985, -106.8, 0.773058, 215.878, -6.76731E-006, -1.5419E-005, -0.556718, 0.626406, 0.81778, 0.166952, -0.262787, -0.789972, 0.00849212, 0.0120337
25, 0.00000, 187.714, -108.967, -188.911, -108.177, 0.603233, 218.104, -5.10283E-006, -1.12919E-005, -0.42605, 0.478692, 0.625858, 0.128493, -0.200795, -0.605259, 0.00609087, 0.00936605
26, 0.00000, 188.896, -109.559, -189.902, -108.888, 0.512029, 219.25, -4.26823E-006, -9.29782E-006, -0.358991, 0.403043, 0.527346, 0.108582, -0.169044, -0.510285, 0.00495776, 0.00795764
27, 0.00000, 189.446, -109.834, -190.362, -109.219, 0.468708, 219.784, -3.88482E-006, -8.4002E-006, -0.327836, 0.367934, 0.481574, 0.0992907, -0.154308, -0.466119, 0.00445446, 0.00729433
28, 0.00000, 189.635, -109.928, -190.52, -109.333, 0.453591, 219.967, -3.75557E-006, -8.10481E-006, -0.317148, 0.355896, 0.465864, 0.0960961, -0.149251, -0.45095, 0.00429152, 0.0070624
29, 0.00000, 189.398, -109.81, -190.321, -109.19, 0.472747, 219.737, -3.91578E-006, -8.46061E-006, -0.330558, 0.371001, 0.485594, 0.100107, -0.155604, -0.470005, 0.00448449, 0.00735815
30, 0.00000, 188.471, -109.347, -189.545, -108.632, 0.545373, 218.837, -4.56586E-006, -9.98457E-006, -0.383095, 0.430222, 0.562782, 0.115758, -0.180463, -0.544467, 0.00534116, 0.00847204
31, 0.00000, 186.587, -108.401, -187.967, -107.501, 0.688247, 217.012, -5.9084E-006, -1.32187E-005, -0.489996, 0.55093, 0.719858, 0.147388, -0.231146, -0.695797, 0.00719201, 0.010698
32, 0.00000, 186.249, -107.993, -187.489, -107.404, 0.532407, 216.577, -6.56259E-006, -1.49313E-005, -0.548498, 0.615651, 0.804761, 0.165364, -0.257854, -0.77805, 0.00815354, 0.0119664
33, 0.00000, 190.266, -108.552, -189.66, -110.456, -0.877562, 219.809, -6.10612E-006, -1.42092E-005, -0.55647, 0.615872, 0.810222, 0.172529, -0.255131, -0.786802, 0.00748442, 0.0126106
34, 0.00000, 193.508, -108.924, -191.362, -112.96, -2.08177, 222.401, -5.80644E-006, -1.37637E-005, -0.568406, 0.621818, 0.822346, 0.180178, -0.255143, -0.801475, 0.00700953, 0.0132416
35, 0.00000, 198.153, -109.505, -193.858, -116.537, -3.78008, 226.164, -5.24795E-006, -1.27288E-005, -0.566227, 0.609783, 0.812135, 0.184767, -0.246802, -0.795457, 0.00614189, 0.0136359
36, 0.00000, 198.869, -109.619, -194.265, -117.079, -4.02442, 226.758, -5.12951E-006, -1.24704E-005, -0.560794, 0.602616, 0.803378, 0.183723, -0.24342, -0.787431, 0.00596493, 0.013562
37, 0.00000, 196.119, -109.263, -192.772, -114.964, -3.02571, 224.518, -5.48442E-006, -1.31468E-005, -0.566863, 0.614696, 0.816182, 0.182676, -0.25033, -0.797691, 0.00649653, 0.0134658
38, 0.00000, 191.095, -108.494, -189.967, -111.162, -1.30056, 220.399, -6.26282E-006, -1.47056E-005, -0.585309, 0.64507, 0.850217, 0.182891, -0.266314, -0.826645, 0.00766861, 0.0133897
39, 0.00000, 185.697, -107.481, -186.835, -107.177, 0.395064, 215.938, -7.35655E-006, -1.70408E-005, -0.618738, 0.693406, 0.906682, 0.186868, -0.289939, -0.876706, 0.00935123, 0.0134721
40, 0.00000, 183.136, -106.654, -185.08, -105.444, 0.931988, 213.682, -8.46457E-006, -1.97461E-005, -0.686147, 0.773111, 1.00794, 0.204639, -0.324389, -0.972598, 0.011062, 0.0145937
41, 0.00000, 181.025, -105.576, -183.319, -104.196, 1.06885, 211.659, -1.00996E-005, -2.42137E-005, -0.806322, 0.909658, 1.18419, 0.239175, -0.381576, -1.14145, 0.0138059, 0.0168315
