hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, -0.359509, -0.118165, -0.359517, -0.118167, -0.359518, -0.118168, -3.18742E-010, -7.93425E-011
2, 0.00000, -0.304679, -0.100143, -0.304672, -0.100141, -0.304671, -0.100141, -2.25635E-010, -4.69919E-011
3, 0.00000, -0.278963, -0.0916906, -0.27896, -0.0916898, -0.27896, -0.0916897, -1.87757E-010, -3.51554E-011
4, 0.00000, -0.27011, -0.0887809, -0.270104, -0.0887785, -0.270101, -0.0887778, -1.7559E-010, -3.19582E-011
5, 0.00000, -0.281214, -0.0924306, -0.281222, -0.0924337, -0.281226, -0.0924346, -1.90867E-010, -3.5342E-011
6, 0.00000, -0.324478, -0.106651, -0.324483, -0.106652, -0.324484, -0.106653, -2.57238E-010, -5.67425E-011
7, 0.00000, -0.411287, -0.135183, -0.411302, -0.135188, -0.411306, -0.13519, -4.22687E-010, -1.23655E-010
8, 0.00000, -0.40721, -0.150831, -0.407214, -0.150832, -0.407215, -0.150832, -4.28699E-010, -1.36093E-010
9, 0.00000, 0.0607605, -0.154493, 0.060769, -0.154479, 0.0607699, -0.154485, -6.07107E-011, -1.05673E-011
10, 0.00000, 0.261597, -0.158951, 0.261598, -0.158946, 0.261598, -0.158948, -2.00528E-010, -2.46806E-011
11, 0.00000, 1.09233, -0.160038, 1.09233, -0.160025, 1.09233, -0.160041, -2.28581E-009, 3.61805E-011
12, 0.00000, 1.13565, -0.158809, 1.13565, -0.158801, 1.13565, -0.158804, -2.44592E-009, 5.37781E-011
13, 0.00000, 0.817477, -0.159503, 0.817479, -0.15951, 0.817479, -0.159505, -1.36229E-009, -2.87332E-011
14, 0.00000, 0.0779716, -0.162615, 0.0779604, -0.162635, 0.0779593, -0.162627, -7.12498E-011, -1.15313E-011
15, 0.00000, -0.310917, -0.169419, -0.310921, -0.169421, -0.310921, -0.169421, -2.85887E-010, -8.75288E-011
16, 0.00000, -0.566364, -0.186155, -0.566373, -0.186157, -0.566373, -0.186159, -8.27866E-010, -3.73897E-010
17, 0.00000, -0.658511, -0.216442, -0.658519, -0.216444, -0.658519, -0.216446, -1.13356E-009, -6.41787E-010
18, 0.00000, -0.729516, -0.239781, -0.733339, -0.241037, -0.733351, -0.241039, -1.34507E-009, -1.22649E-010
19, 0.00000, -0.753262, -0.247581, -0.762791, -0.250721, -0.762757, -0.250706, -1.08544E-009, 7.31407E-010
20, 0.00000, -0.766881, -0.252059, -0.77772, -0.255624, -0.779813, -0.256314, -1.03336E-009, 8.40002E-010
21, 0.00000, -0.750931, -0.246822, -0.759897, -0.249764, -0.759926, -0.249775, -1.12728E-009, 6.57097E-010
22, 0.00000, -0.695268, -0.22852, -0.695365, -0.228551, -0.695338, -0.228554, -1.26656E-009, -7.53965E-010
23, 0.00000, -0.590158, -0.193974, -0.590131, -0.19397, -0.590117, -0.19396, -9.01728E-010, -4.38209E-010
24, 0.00000, -0.464638, -0.152719, -0.464608, -0.152711, -0.464601, -0.152706, -5.4629E-010, -1.92506E-010
25, 0.00000, -0.359558, -0.118181, -0.359542, -0.118176, -0.359539, -0.118174, -3.1899E-010, -8.14E-011
26, 0.00000, -0.304679, -0.100143, -0.304672, -0.100141, -0.304671, -0.100141, -2.25636E-010, -4.69941E-011
27, 0.00000, -0.278963, -0.0916906, -0.27896, -0.0916898, -0.27896, -0.0916897, -1.87757E-010, -3.51554E-011
28, 0.00000, -0.27011, -0.0887809, -0.270104, -0.0887785, -0.270101, -0.0887778, -1.7559E-010, -3.19582E-011
29, 0.00000, -0.281214, -0.0924306, -0.281222, -0.0924337, -0.281226, -0.0924346, -1.90867E-010, -3.5342E-011
30, 0.00000, -0.324478, -0.106651, -0.324483, -0.106652, -0.324484, -0.106653, -2.57238E-010, -5.67425E-011
31, 0.00000, -0.411287, -0.135183, -0.411302, -0.135188, -0.411306, -0.13519, -4.22687E-010, -1.23655E-010
32, 0.00000, -0.407903, -0.150831, -0.407907, -0.150832, -0.407908, -0.150832, -4.30002E-010, -1.36624E-010
33, 0.00000, -0.107036, -0.154489, -0.107024, -0.15448, -0.107022, -0.154481, -7.87924E-011, -1.76466E-011
34, 0.00000, 0.145436, -0.158954, 0.145439, -0.158947, 0.145439, -0.15895, -1.01106E-010, -1.53428E-011
35, 0.00000, 0.508415, -0.160075, 0.508414, -0.160066, 0.508413, -0.160072, -5.8637E-010, -4.32131E-011
36, 0.00000, 0.562969, -0.158833, 0.562967, -0.158818, 0.562966, -0.158825, -6.99826E-010, -4.40758E-011
37, 0.00000, 0.347754, -0.159496, 0.347753, -0.159502, 0.347754, -0.159499, -3.09223E-010, -3.21483E-011
38, 0.00000, -0.0306691, -0.162627, -0.0306795, -0.162638, -0.030681, -0.162635, -6.07138E-011, -1.16722E-011
39, 0.00000, -0.414426, -0.169418, -0.414433, -0.16942, -0.414433, -0.169421, -4.60241E-010, -1.60624E-010
40, 0.00000, -0.566293, -0.186131, -0.56633, -0.186141, -0.566337, -0.186149, -8.27862E-010, -3.69702E-010
41, 0.00000, -0.658511, -0.216442, -0.658519, -0.216444, -0.658519, -0.216446, -1.13356E-009, -6.41783E-010
42, 0.00000, -0.729516, -0.239781, -0.733339, -0.241037, -0.733351, -0.241039, -1.34507E-009, -1.22649E-010
43, 0.00000, -0.753262, -0.247581, -0.762791, -0.250721, -0.762757, -0.250706, -1.08544E-009, 7.31407E-010
44, 0.00000, -0.766881, -0.252059, -0.77772, -0.255624, -0.779813, -0.256314, -1.03336E-009, 8.40002E-010
45, 0.00000, -0.750931, -0.246822, -0.759897, -0.249764, -0.759926, -0.249775, -1.12728E-009, 6.57097E-010
46, 0.00000, -0.695268, -0.22852, -0.695365, -0.228551, -0.695338, -0.228554, -1.26656E-009, -7.53965E-010
