hour, t(sec), V1.re, V1.im, V2.re, V2.im, V3.re, V3.im, V4.re, V4.im, I1.re, I1.im, I2.re, I2.im, I3.re, I3.im, I4.re, I4.im
1, 0.00000, 190.862, -111.423, -192.231, -109.619, 1.11211, 221.497, -4.38544E-006, -1.00706E-005, -0.482503, 0.54481, 0.712233, 0.144892, -0.230196, -0.688681, 0.00485157, 0.00904899
2, 0.00000, 191.542, -111.623, -192.696, -110.102, 0.938161, 222.107, -3.69442E-006, -8.40631E-006, -0.407971, 0.459941, 0.601711, 0.122942, -0.194074, -0.582156, 0.00402873, 0.00767934
3, 0.00000, 191.86, -111.716, -192.913, -110.327, 0.856723, 222.392, -3.37334E-006, -7.64073E-006, -0.373155, 0.420387, 0.550148, 0.112634, -0.177272, -0.532416, 0.00365248, 0.0070365
4, 0.00000, 191.969, -111.748, -192.987, -110.405, 0.828646, 222.49, -3.2634E-006, -7.38219E-006, -0.361161, 0.406774, 0.532391, 0.109074, -0.171493, -0.515279, 0.00352607, 0.00681338
5, 0.00000, 191.831, -111.708, -192.893, -110.307, 0.86395, 222.367, -3.40118E-006, -7.70296E-006, -0.376244, 0.423895, 0.554727, 0.11355, -0.178765, -0.536837, 0.00368251, 0.00709548
6, 0.00000, 191.297, -111.551, -192.528, -109.928, 1.00099, 221.887, -3.94285E-006, -8.99976E-006, -0.434862, 0.490532, 0.641568, 0.13088, -0.207084, -0.620588, 0.00432109, 0.00817556
7, 0.00000, 190.215, -111.232, -191.789, -109.161, 1.27659, 220.917, -5.0466E-006, -1.16904E-005, -0.553198, 0.625556, 0.817235, 0.165564, -0.264649, -0.789766, 0.00565937, 0.0103368
8, 0.00000, 190.072, -111.07, -191.589, -109.111, 1.22335, 220.729, -5.50798E-006, -1.07574E-005, -0.485303, 0.62085, 0.779211, 0.109175, -0.294458, -0.728677, 0.00605878, 0.00940991
9, 0.00000, 194.068, -111.12, -193.37, -112.425, -0.633462, 223.766, -4.47951E-006, 9.73968E-006, 0.718966, -0.0733769, -0.423263, -0.585593, -0.295258, 0.659148, 0.00403535, -0.00991782
10, 0.00000, 195.71, -111.093, -194.065, -113.81, -1.43516, 224.997, -4.25355E-006, 1.76644E-005, 1.239, -0.358146, -0.930399, -0.893722, -0.308222, 1.2526, 0.00387367, -0.0183915
