hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0.138417, 0.0454941, -1.1189E-009, 6.37025E-009
2, 0.00000, 0.117296, 0.0385533, 1.33439E-009, 5.08464E-009
3, 0.00000, 0.107401, 0.0353001, 1.29598E-009, 4.29321E-009
4, 0.00000, 0.103981, 0.0341768, 1.80435E-009, 4.16839E-009
5, 0.00000, 0.108282, 0.0355909, 1.72817E-009, 4.46816E-009
6, 0.00000, 0.124926, 0.0410614, -2.74512E-010, 5.31015E-009
7, 0.00000, 0.158359, 0.05205, -3.05958E-009, 7.9798E-009
8, 0.00000, 0.176673, 0.0580695, -1.33307E-009, 9.78806E-009
9, 0.00000, 0.180941, 0.0594724, 1.5803E-008, 6.66386E-009
10, 0.00000, 0.186178, 0.061194, 2.30789E-008, 5.4308E-009
11, 0.00000, 0.187492, 0.0616266, 5.12545E-008, 8.82664E-011
12, 0.00000, 0.186025, 0.0611454, 5.17962E-008, -3.43265E-010
13, 0.00000, 0.186831, 0.0614082, 4.23097E-008, 1.7527E-009
14, 0.00000, 0.190513, 0.0626185, 1.61488E-008, 6.76756E-009
15, 0.00000, 0.198452, 0.0652243, 7.19658E-010, 1.02342E-008
16, 0.00000, 0.218054, 0.0716702, -9.57397E-009, 1.45887E-008
17, 0.00000, 0.25353, 0.0833309, -1.34727E-008, 1.99825E-008
18, 0.00000, 0.28234, 0.0928004, -1.98182E-008, 2.43141E-008
19, 0.00000, 0.29368, 0.0965278, -2.28276E-008, 2.60841E-008
20, 0.00000, 0.300229, 0.0986802, -2.47243E-008, 2.70684E-008
21, 0.00000, 0.292558, 0.0961595, -2.60833E-008, 2.48583E-008
22, 0.00000, 0.267684, 0.0879836, -2.08152E-008, 2.07829E-008
23, 0.00000, 0.227179, 0.0746702, -1.23034E-008, 1.53676E-008
24, 0.00000, 0.17886, 0.0587885, -3.01788E-009, 1.05357E-008
25, 0.00000, 0.138417, 0.0454954, 5.41308E-009, 8.12833E-009
26, 0.00000, 0.117296, 0.0385535, 2.71139E-009, 5.47365E-009
27, 0.00000, 0.107399, 0.0353003, 3.51986E-009, 4.88406E-009
28, 0.00000, 0.10398, 0.0341768, 2.62856E-009, 4.39109E-009
29, 0.00000, 0.108283, 0.0355908, 3.59384E-009, 4.96226E-009
30, 0.00000, 0.124928, 0.0410616, 3.79951E-009, 6.39385E-009
31, 0.00000, 0.158359, 0.0520501, 5.02187E-009, 1.01766E-008
32, 0.00000, 0.176676, 0.0580705, 5.73183E-009, 1.17368E-008
33, 0.00000, 0.18094, 0.0594722, 1.23102E-008, 8.54953E-009
34, 0.00000, 0.186178, 0.0611944, 2.4629E-008, 7.79379E-009
35, 0.00000, 0.187494, 0.0616268, 3.8999E-008, 5.69556E-009
36, 0.00000, 0.186025, 0.0611436, 3.9678E-008, 4.99262E-009
37, 0.00000, 0.186831, 0.0614079, 3.32892E-008, 6.70803E-009
38, 0.00000, 0.190513, 0.0626185, 1.93279E-008, 9.54985E-009
39, 0.00000, 0.19845, 0.0652236, 2.79894E-009, 1.28839E-008
40, 0.00000, 0.218054, 0.0716706, -3.48913E-009, 1.63013E-008
41, 0.00000, 0.25353, 0.083331, -1.03603E-008, 2.08756E-008
42, 0.00000, 0.28234, 0.0928002, -1.26401E-008, 2.64124E-008
43, 0.00000, 0.29368, 0.0965273, -1.28046E-008, 2.8876E-008
44, 0.00000, 0.300237, 0.0986829, -1.29461E-008, 3.02515E-008
45, 0.00000, 0.292558, 0.0961594, -1.13802E-008, 2.90445E-008
46, 0.00000, 0.267684, 0.0879838, -7.89379E-009, 2.45281E-008
47, 0.00000, 0.227179, 0.0746703, 1.22705E-010, 1.8891E-008
48, 0.00000, 0.17886, 0.0587883, 6.4967E-009, 1.31924E-008
49, 0.00000, 0.138416, 0.0454952, 3.88591E-009, 7.72314E-009
50, 0.00000, 0.117296, 0.0385538, 4.08523E-009, 5.83648E-009
51, 0.00000, 0.107399, 0.0353004, 3.51581E-009, 4.88608E-009
52, 0.00000, 0.10398, 0.0341768, 2.36732E-009, 4.32244E-009
53, 0.00000, 0.108283, 0.0355908, 2.56605E-009, 4.69003E-009
54, 0.00000, 0.124928, 0.041061, 8.16223E-009, 7.55596E-009
55, 0.00000, 0.15836, 0.0520473, 2.33063E-009, 9.47468E-009
56, 0.00000, 0.176675, 0.0580692, 6.23669E-009, 1.27631E-008
57, 0.00000, 0.180942, 0.0594736, 7.24662E-009, 1.09307E-008
58, 0.00000, 0.186178, 0.0611945, 6.63162E-009, 9.50288E-009
59, 0.00000, 0.187494, 0.0616269, 5.70977E-009, 7.53452E-009
60, 0.00000, 0.186024, 0.0611421, 2.00822E-008, 1.12381E-008
61, 0.00000, 0.186831, 0.061408, 1.98779E-008, 1.22206E-008
62, 0.00000, 0.190512, 0.0626178, 1.29282E-008, 1.26371E-008
63, 0.00000, 0.198448, 0.065226, 2.04908E-008, 1.57176E-008
64, 0.00000, 0.218055, 0.071671, 1.12839E-008, 2.04618E-008
65, 0.00000, 0.25353, 0.0833316, 9.90041E-009, 2.67362E-008
66, 0.00000, 0.282339, 0.0927987, 7.90536E-009, 3.20236E-008
67, 0.00000, 0.293679, 0.0965272, 5.08541E-009, 3.35286E-008
68, 0.00000, 0.300235, 0.0986822, 9.95065E-009, 3.59386E-008
69, 0.00000, 0.29256, 0.0961604, 4.63937E-009, 3.32207E-008
70, 0.00000, 0.267687, 0.0879897, 1.50748E-008, 3.09175E-008
71, 0.00000, 0.227178, 0.0746701, 1.04849E-008, 2.18897E-008
72, 0.00000, 0.17886, 0.0587883, 6.39666E-009, 1.31722E-008
73, 0.00000, 0.148387, 0.0487733, 6.14418E-009, 9.40721E-009
74, 0.00000, 0.125292, 0.0411824, 3.11244E-009, 6.28279E-009
75, 0.00000, 0.112774, 0.0370673, 3.81673E-009, 5.3859E-009
76, 0.00000, 0.107021, 0.0351763, 2.25508E-009, 4.52117E-009
77, 0.00000, 0.106971, 0.0351595, 2.31665E-009, 4.52659E-009
78, 0.00000, 0.112608, 0.0370123, 2.47991E-009, 5.00437E-009
79, 0.00000, 0.125631, 0.0412925, 3.19953E-009, 6.29582E-009
80, 0.00000, 0.150269, 0.0493906, 4.0701E-009, 8.2492E-009
81, 0.00000, 0.189298, 0.06222, 5.83591E-009, 7.76851E-009
82, 0.00000, 0.225575, 0.0741425, 3.15879E-008, 1.33426E-008
83, 0.00000, 0.244756, 0.0804479, 5.05578E-008, 1.25334E-008
84, 0.00000, 0.252065, 0.0828498, 5.393E-008, 1.40762E-008
85, 0.00000, 0.255466, 0.0839672, 4.89025E-008, 1.66555E-008
86, 0.00000, 0.260377, 0.0855819, 3.22124E-008, 2.17542E-008
87, 0.00000, 0.265249, 0.0871832, 8.53535E-009, 2.5827E-008
88, 0.00000, 0.270489, 0.088905, -2.72809E-009, 2.66483E-008
89, 0.00000, 0.284063, 0.093367, -9.62714E-009, 2.76868E-008
90, 0.00000, 0.291605, 0.095843, -1.76044E-008, 2.71374E-008
91, 0.00000, 0.29008, 0.0953443, -1.9205E-008, 2.62917E-008
92, 0.00000, 0.288971, 0.0949814, -1.38939E-008, 2.75665E-008
93, 0.00000, 0.278008, 0.0913768, -6.29576E-009, 2.72738E-008
94, 0.00000, 0.256582, 0.0843343, 6.8698E-010, 2.4679E-008
95, 0.00000, 0.225766, 0.0742056, 1.04389E-008, 2.16094E-008
96, 0.00000, 0.188109, 0.0618284, 9.34128E-009, 1.52736E-008
97, 0.00000, 0.151708, 0.0498641, 4.55237E-009, 9.31481E-009
98, 0.00000, 0.127607, 0.041943, 3.22319E-009, 6.51824E-009
99, 0.00000, 0.113643, 0.0373528, 3.8674E-009, 5.47064E-009
100, 0.00000, 0.106689, 0.0350672, 2.25846E-009, 4.49784E-009
101, 0.00000, 0.104562, 0.0343671, 3.35599E-009, 4.61777E-009
102, 0.00000, 0.108023, 0.0355057, 2.28453E-009, 4.60082E-009
103, 0.00000, 0.119303, 0.0392127, 2.79267E-009, 5.63496E-009
104, 0.00000, 0.138836, 0.045633, 3.42307E-009, 6.943E-009
105, 0.00000, 0.17548, 0.0576781, 4.92719E-009, 6.21189E-009
106, 0.00000, 0.214462, 0.0704948, 1.60419E-008, 8.09994E-009
107, 0.00000, 0.239077, 0.0785815, 5.88958E-008, 3.10857E-009
108, 0.00000, 0.248743, 0.0817596, 1.0008E-007, -3.18879E-009
109, 0.00000, 0.25491, 0.0837843, 9.93911E-008, -2.74504E-009
110, 0.00000, 0.259034, 0.0851406, 1.75184E-008, 1.09207E-008
111, 0.00000, 0.2577, 0.084702, -7.98479E-009, 1.54834E-008
112, 0.00000, 0.255487, 0.0839739, -2.25635E-008, 1.77733E-008
113, 0.00000, 0.266133, 0.0874737, -2.50202E-008, 1.92499E-008
114, 0.00000, 0.2803, 0.0921299, -2.83643E-008, 2.13665E-008
115, 0.00000, 0.287202, 0.0943987, -2.96819E-008, 2.25564E-008
116, 0.00000, 0.295845, 0.0972393, -3.13551E-008, 2.41073E-008
117, 0.00000, 0.289115, 0.0950288, -2.69203E-008, 2.37959E-008
118, 0.00000, 0.262732, 0.0863558, -1.91532E-008, 2.02199E-008
119, 0.00000, 0.221315, 0.072743, -8.74355E-009, 1.53619E-008
120, 0.00000, 0.173222, 0.0569354, 5.9718E-009, 1.22944E-008
121, 0.00000, 0.138416, 0.0454952, 3.77487E-009, 7.6914E-009
122, 0.00000, 0.117296, 0.0385538, 4.08703E-009, 5.83672E-009
123, 0.00000, 0.107399, 0.0353005, 2.44784E-009, 4.60396E-009
124, 0.00000, 0.103981, 0.0341767, 3.33098E-009, 4.5733E-009
125, 0.00000, 0.108282, 0.0355908, 2.28329E-009, 4.61839E-009
126, 0.00000, 0.124928, 0.0410615, 3.04948E-009, 6.18944E-009
127, 0.00000, 0.158359, 0.0520501, 6.8471E-009, 1.06761E-008
128, 0.00000, 0.176677, 0.0580707, 5.71699E-009, 1.1754E-008
129, 0.00000, 0.18094, 0.0594722, 5.24614E-009, 6.73792E-009
130, 0.00000, 0.186178, 0.0611942, 1.12346E-008, 4.35254E-009
131, 0.00000, 0.187491, 0.0616273, 6.1644E-008, -4.23125E-009
132, 0.00000, 0.186024, 0.0611441, 7.24359E-008, -6.31278E-009
133, 0.00000, 0.186831, 0.0614091, 7.91869E-008, -7.51128E-009
134, 0.00000, 0.190513, 0.0626186, 1.81803E-008, 3.13768E-009
135, 0.00000, 0.19845, 0.0652275, -4.7729E-011, 7.12702E-009
136, 0.00000, 0.218055, 0.0716698, -1.95833E-008, 1.17864E-008
137, 0.00000, 0.253531, 0.083331, -2.67439E-008, 1.61889E-008
138, 0.00000, 0.282341, 0.0928005, -3.48318E-008, 1.99572E-008
139, 0.00000, 0.29368, 0.0965278, -3.80663E-008, 2.16355E-008
140, 0.00000, 0.300229, 0.098682, -3.95996E-008, 2.27503E-008
141, 0.00000, 0.292566, 0.0961609, -3.67892E-008, 2.17442E-008
142, 0.00000, 0.267683, 0.0879836, -2.99427E-008, 1.81581E-008
143, 0.00000, 0.227178, 0.0746702, -2.04807E-008, 1.30652E-008
144, 0.00000, 0.17886, 0.0587885, -9.33127E-009, 8.79839E-009
145, 0.00000, 0.138416, 0.0454953, 5.41286E-009, 8.12724E-009
146, 0.00000, 0.117296, 0.0385535, 2.70457E-009, 5.47182E-009
147, 0.00000, 0.107399, 0.0353003, 3.51438E-009, 4.8826E-009
148, 0.00000, 0.103982, 0.0341782, 3.3388E-009, 4.58539E-009
149, 0.00000, 0.108283, 0.0355908, 3.5686E-009, 4.95729E-009
150, 0.00000, 0.124928, 0.0410616, 3.71516E-009, 6.37133E-009
151, 0.00000, 0.158359, 0.0520501, 4.95611E-009, 1.01585E-008
152, 0.00000, 0.176674, 0.058072, 7.34517E-009, 1.13313E-008
153, 0.00000, 0.180942, 0.0594735, 2.0802E-008, 8.30125E-009
154, 0.00000, 0.186178, 0.0611938, 2.66599E-008, 8.47494E-009
155, 0.00000, 0.187494, 0.0616266, 3.72125E-008, 5.39433E-009
156, 0.00000, 0.186025, 0.0611435, 3.89167E-008, 4.93856E-009
157, 0.00000, 0.186831, 0.0614082, 2.91631E-008, 5.72231E-009
158, 0.00000, 0.190513, 0.0626185, 1.76498E-008, 9.16259E-009
159, 0.00000, 0.19845, 0.065224, 2.9137E-009, 1.29296E-008
160, 0.00000, 0.218054, 0.0716705, -2.33439E-009, 1.6628E-008
161, 0.00000, 0.25353, 0.0833309, -6.83436E-009, 2.18916E-008
162, 0.00000, 0.28234, 0.0928003, -1.24154E-008, 2.64764E-008
163, 0.00000, 0.293676, 0.096523, -2.07238E-008, 2.67229E-008
164, 0.00000, 0.300237, 0.0986826, -1.77074E-008, 2.8968E-008
165, 0.00000, 0.292558, 0.0961594, -1.57369E-008, 2.78698E-008
166, 0.00000, 0.267684, 0.0879835, -6.4921E-009, 2.49341E-008
167, 0.00000, 0.227179, 0.0746703, 1.92199E-009, 1.94039E-008
168, 0.00000, 0.17886, 0.0587883, 6.48519E-009, 1.31905E-008
169, 0.00000, 0.138416, 0.0454952, 3.77712E-009, 7.69367E-009
170, 0.00000, 0.117296, 0.0385538, 4.08513E-009, 5.83623E-009
171, 0.00000, 0.107399, 0.0353005, 2.30392E-009, 4.56596E-009
172, 0.00000, 0.103981, 0.0341763, 3.41776E-009, 4.59417E-009
173, 0.00000, 0.108282, 0.0355898, 3.02174E-009, 4.80854E-009
174, 0.00000, 0.124928, 0.0410614, 4.54979E-009, 6.59145E-009
175, 0.00000, 0.158358, 0.0520486, 5.47764E-009, 1.02724E-008
176, 0.00000, 0.176676, 0.0580703, 7.83103E-009, 1.23282E-008
177, 0.00000, 0.18094, 0.0594722, 1.24748E-008, 6.94145E-009
178, 0.00000, 0.186178, 0.0611943, 2.41568E-008, 5.28749E-009
179, 0.00000, 0.187492, 0.0616267, 5.01885E-008, 3.60478E-010
180, 0.00000, 0.186024, 0.0611424, 3.57522E-008, 4.11551E-009
181, 0.00000, 0.186831, 0.0614082, 2.67618E-008, 5.11368E-009
182, 0.00000, 0.190511, 0.0626172, 1.13788E-008, 7.43814E-009
183, 0.00000, 0.198452, 0.0652241, 1.53544E-009, 1.05177E-008
184, 0.00000, 0.218054, 0.0716702, -7.16086E-009, 1.52686E-008
185, 0.00000, 0.25353, 0.0833309, -1.22035E-008, 2.03464E-008
186, 0.00000, 0.28234, 0.0928004, -1.77207E-008, 2.49261E-008
187, 0.00000, 0.29368, 0.0965271, -1.57345E-008, 2.80858E-008
188, 0.00000, 0.300237, 0.0986829, -1.48462E-008, 2.97462E-008
189, 0.00000, 0.292558, 0.0961592, -1.09931E-008, 2.91445E-008
190, 0.00000, 0.267684, 0.0879834, -1.35926E-009, 2.6432E-008
191, 0.00000, 0.227179, 0.0746703, 4.48172E-009, 2.01342E-008
192, 0.00000, 0.17886, 0.0587883, 6.44779E-009, 1.3182E-008
193, 0.00000, 0.138416, 0.0454952, 5.41644E-009, 8.13793E-009
194, 0.00000, 0.117296, 0.0385539, 4.19043E-009, 5.8676E-009
195, 0.00000, 0.107399, 0.0353005, 3.00658E-009, 4.75174E-009
196, 0.00000, 0.103981, 0.0341775, 3.335E-009, 4.57963E-009
197, 0.00000, 0.108282, 0.0355908, 2.31618E-009, 4.62702E-009
198, 0.00000, 0.124928, 0.0410612, 5.73444E-009, 6.90576E-009
199, 0.00000, 0.158358, 0.0520488, 5.14129E-009, 1.0185E-008
200, 0.00000, 0.176674, 0.0580724, 7.34719E-009, 1.13331E-008
201, 0.00000, 0.180942, 0.0594736, 1.57998E-008, 7.85104E-009
202, 0.00000, 0.186178, 0.0611941, 2.00168E-008, 6.71746E-009
203, 0.00000, 0.187494, 0.0616266, 3.30242E-008, 4.31132E-009
204, 0.00000, 0.186025, 0.0611435, 3.4323E-008, 3.76139E-009
205, 0.00000, 0.186831, 0.061408, 2.77656E-008, 5.39429E-009
206, 0.00000, 0.190511, 0.0626174, 1.58976E-008, 7.74403E-009
207, 0.00000, 0.19845, 0.0652274, 5.12253E-009, 1.15018E-008
208, 0.00000, 0.218054, 0.0716701, -3.34328E-009, 1.63462E-008
209, 0.00000, 0.25353, 0.0833308, -6.12002E-009, 2.2098E-008
210, 0.00000, 0.28234, 0.0928005, -1.28413E-008, 2.63508E-008
211, 0.00000, 0.29368, 0.0965276, -1.68608E-008, 2.77888E-008
212, 0.00000, 0.300237, 0.0986829, -1.60869E-008, 2.94124E-008
213, 0.00000, 0.292559, 0.0961635, -9.73701E-009, 2.95218E-008
214, 0.00000, 0.267684, 0.0879834, 3.23014E-010, 2.6924E-008
215, 0.00000, 0.227178, 0.0746698, 1.04421E-008, 2.1872E-008
216, 0.00000, 0.17886, 0.0587883, 8.53049E-009, 1.37648E-008
217, 0.00000, 0.138416, 0.0454952, 5.41661E-009, 8.13899E-009
218, 0.00000, 0.117296, 0.0385539, 4.08655E-009, 5.83997E-009
219, 0.00000, 0.107398, 0.0352995, 1.25923E-008, 7.29978E-009
220, 0.00000, 0.10398, 0.0341769, 1.11891E-008, 6.68208E-009
221, 0.00000, 0.108283, 0.0355908, 1.19119E-008, 7.19549E-009
222, 0.00000, 0.124928, 0.0410619, 9.74039E-009, 8.00735E-009
223, 0.00000, 0.15836, 0.0520472, 4.16066E-009, 9.9774E-009
224, 0.00000, 0.176678, 0.0580684, 1.47981E-009, 1.06077E-008
225, 0.00000, 0.18094, 0.0594723, 4.37106E-009, 1.00992E-008
226, 0.00000, 0.186179, 0.0611946, 9.34986E-009, 1.02541E-008
227, 0.00000, 0.187493, 0.0616264, 1.48351E-008, 1.00232E-008
228, 0.00000, 0.186025, 0.0611433, 4.08959E-008, 5.59163E-009
229, 0.00000, 0.186831, 0.0614079, 3.09596E-008, 6.28447E-009
230, 0.00000, 0.190513, 0.0626185, 2.5026E-008, 1.02566E-008
231, 0.00000, 0.198449, 0.0652274, 5.77451E-009, 1.37114E-008
232, 0.00000, 0.218054, 0.0716706, -1.74022E-009, 1.67954E-008
233, 0.00000, 0.25353, 0.0833312, -1.38444E-008, 1.98729E-008
234, 0.00000, 0.28234, 0.0928003, -1.78531E-008, 2.48885E-008
235, 0.00000, 0.29368, 0.0965274, -1.78732E-008, 2.75184E-008
236, 0.00000, 0.300237, 0.0986827, -1.53391E-008, 2.96072E-008
237, 0.00000, 0.292558, 0.0961592, -1.10439E-008, 2.91336E-008
238, 0.00000, 0.267684, 0.0879831, 6.005E-009, 2.85914E-008
239, 0.00000, 0.227178, 0.0746699, 1.3209E-008, 2.267E-008
240, 0.00000, 0.17886, 0.0587883, 6.57885E-009, 1.32248E-008
241, 0.00000, 0.148387, 0.0487733, 6.14441E-009, 9.40774E-009
242, 0.00000, 0.125292, 0.0411816, 1.07373E-008, 8.32373E-009
243, 0.00000, 0.112774, 0.0370673, 1.08074E-008, 7.26611E-009
244, 0.00000, 0.107021, 0.0351762, 1.01426E-008, 6.63018E-009
245, 0.00000, 0.106971, 0.0351598, 1.00469E-008, 6.59683E-009
246, 0.00000, 0.112606, 0.0370115, 9.38E-009, 6.85544E-009
247, 0.00000, 0.125631, 0.041293, 4.98274E-009, 6.7913E-009
248, 0.00000, 0.150269, 0.0493907, 4.42484E-009, 8.34649E-009
249, 0.00000, 0.189298, 0.0622198, 1.19814E-008, 9.41907E-009
250, 0.00000, 0.225576, 0.0741436, 2.20207E-008, 1.0735E-008
251, 0.00000, 0.244756, 0.0804482, 4.31505E-008, 1.05071E-008
252, 0.00000, 0.252066, 0.0828498, 5.11533E-008, 1.20702E-008
253, 0.00000, 0.255466, 0.0839665, 4.15374E-008, 1.44972E-008
254, 0.00000, 0.260377, 0.0855819, 2.54554E-008, 1.83871E-008
255, 0.00000, 0.265249, 0.0871833, 6.87187E-009, 2.23986E-008
256, 0.00000, 0.270488, 0.0889044, -1.12083E-008, 2.41821E-008
257, 0.00000, 0.284063, 0.0933669, -1.661E-008, 2.56421E-008
258, 0.00000, 0.291604, 0.0958454, -1.98767E-008, 2.64521E-008
259, 0.00000, 0.290075, 0.0953434, -1.88176E-008, 2.63965E-008
260, 0.00000, 0.288982, 0.0949833, -2.00181E-008, 2.57936E-008
261, 0.00000, 0.278008, 0.0913769, -1.40606E-008, 2.50044E-008
