Year, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0, -2576.36774073307, 867.042846691043, 109.787719048799, 396.06449182209, 1687.04466449431, 554.504929873874, 105.483534999999, 111.035299999999, 0, 0, 0, 0, 369.833735752667, 312.539105841372, 53.3685396700949, 31.7032725267986, 354.275134135062, 175.257326862504, 15.558601617605, 137.281778978868, 52.710624083923, 0.65791558617191, 324.470253288906, 45.3634824637609, 0, 0, 0, 324.470253288906, 0, 0, 0, 0, 45.3634824637609, 324.470253288906, 0, 0, 0, 0, 0, 0, 324.470253288906, 0, 0, 0, 0, 0, 29.8048808461559, 0, 0, 0, 0, 0, 0, 15.558601617605, 0, 0, 0, 0, 0, 0, 0, 1687.04466449431, 0, 0, 0, 0, 0
