Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, -2576.36774073307, 867.04284669104, 109.787719048795, 396.064491822078, 369.833735752667, 312.539105841372, 53.368539670095
