Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 127477.870949692, 301643.591618702, 152.997546813014, 457.632940283272, 42588.7821018871, 68867.1086213613, 71.8320732787529
