Time, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0.0166666666666667, 39.9021429232, 23.9901903797962, 39.9021429232, 46.5586752853037, 54.7557040727293, 17.9952925192975, 54.7557040727293, 57.6369471897617, 0, 0, 0, 0, 1.13948001157557, 5.99641632809181, 1.13948001157557, 5.99641632809181, 0.495743838071979, 0.316391267766018, 0.643736173503591, 5.6800250603258, 0.495743838071979, 0.643736173503591, 0.434921936761274, 0.704558074814296, 0, 0, 0, 0.434921936761274, 0, 0, 0, 0, 0.704558074814296, 0.434921936761274, 0, 0, 0, 0, 0, 0, 0.434921936761274, 0, 0, 0, 0, 0, 0.0608219013107051, 0, 0, 0, 0, 0, 0, 0.643736173503591, 0, 0, 0, 0, 0, 0, 0, 54.7557040727293, 0, 0, 0, 0, 0
0.0333333333333333, 39.9018979977681, 23.9934849793356, 39.9021429232, 46.5601630718567, 54.7548670424636, 17.9970517042599, 54.7557040727293, 57.6369471897617, 0, 0, 0, 0, 1.13952189350239, 5.99643588274375, 1.13952189350239, 5.99643588274375, 0.495786187232364, 0.31641494506705, 0.643735706270026, 5.6800209376767, 0.495786187232364, 0.643736173503591, 0.434960358833461, 0.704561534668929, 0, 0, 0, 0.434960358833461, 0, 0, 0, 0, 0.704561534668929, 0.434960358833461, 0, 0, 0, 0, 0, 0, 0.434960358833461, 0, 0, 0, 0, 0, 0.0608258283989032, 0, 0, 0, 0, 0, 0, 0.643735706270026, 0, 0, 0, 0, 0, 0, 0, 54.7548670424636, 0, 0, 0, 0, 0
0.05, 39.9018988540426, 23.9934896697831, 39.9021429232, 46.5601662227728, 54.7548650053871, 17.9970537983564, 54.7557040727293, 57.6369471897617, 0, 0, 0, 0, 1.13952195934569, 5.99643588010859, 1.13952195934569, 5.99643588274375, 0.495786253788815, 0.316414948724412, 0.643735705556873, 5.68002093138418, 0.495786253788815, 0.643736173503591, 0.434960417116965, 0.704561542228723, 0, 0, 0, 0.434960417116965, 0, 0, 0, 0, 0.704561542228723, 0.434960417116965, 0, 0, 0, 0, 0, 0, 0.434960417116965, 0, 0, 0, 0, 0, 0.06082583667185, 0, 0, 0, 0, 0, 0, 0.643735705556873, 0, 0, 0, 0, 0, 0, 0, 54.7548650053871, 0, 0, 0, 0, 0
0.0666666666666667, 39.90189886341, 23.9934896865615, 39.9021429232, 46.5601662394469, 54.7548650001046, 17.9970538066911, 54.7557040727293, 57.6369471897617, 0, 0, 0, 0, 1.13952195938694, 5.99643587974071, 1.13952195938694, 5.99643588274375, 0.495786253832867, 0.316414948381282, 0.643735705554068, 5.68002093135943, 0.495786253832867, 0.643736173503591, 0.434960417126478, 0.704561542260456, 0, 0, 0, 0.434960417126478, 0, 0, 0, 0, 0.704561542260456, 0.434960417126478, 0, 0, 0, 0, 0, 0, 0.434960417126478, 0, 0, 0, 0, 0, 0.0608258367063883, 0, 0, 0, 0, 0, 0, 0.643735705554068, 0, 0, 0, 0, 0, 0, 0, 54.7548650001046, 0, 0, 0, 0, 0
0.0833333333333333, 39.9018988634927, 23.9934896865394, 39.9021429232, 46.5601662395064, 54.7548649999998, 17.9970538067162, 54.7557040727293, 57.6369471897617, 0, 0, 0, 0, 1.13952195941328, 5.99643587984212, 1.13952195941328, 5.99643588274375, 0.495786253859209, 0.316414948482696, 0.643735705554068, 5.68002093135943, 0.495786253859209, 0.643736173503591, 0.434960417154058, 0.70456154225922, 0, 0, 0, 0.434960417154058, 0, 0, 0, 0, 0.70456154225922, 0.434960417154058, 0, 0, 0, 0, 0, 0, 0.434960417154058, 0, 0, 0, 0, 0, 0.0608258367051517, 0, 0, 0, 0, 0, 0, 0.643735705554068, 0, 0, 0, 0, 0, 0, 0, 54.7548649999998, 0, 0, 0, 0, 0
0.1, 41.2729602521998, 24.4522090699671, 41.2729602521998, 47.9725731682286, 56.0913384145873, 18.4363057082129, 56.0913384145873, 59.0435061061455, 0, 0, 0, 0, 1.17413366651964, 6.01591276392091, 1.17413366651964, 6.01591276392091, 0.530518930193892, 0.336959208105469, 0.64361473632575, 5.67895355581544, 0.530518930193892, 0.643736173503591, 0.46596127517745, 0.708172391342192, 0, 0, 0, 0.46596127517745, 0, 0, 0, 0, 0.708172391342192, 0.46596127517745, 0, 0, 0, 0, 0, 0, 0.46596127517745, 0, 0, 0, 0, 0, 0.0645576550164425, 0, 0, 0, 0, 0, 0, 0.64361473632575, 0, 0, 0, 0, 0, 0, 0, 56.0913384145873, 0, 0, 0, 0, 0
0.116666666666667, 41.2729620507748, 24.4522411507734, 41.2729620507748, 47.9725910676114, 56.0913250533425, 18.4363270586653, 56.0913384145873, 59.0435061061455, 0, 0, 0, 0, 1.17413487722621, 6.01591401521681, 1.17413487722621, 6.01591401521681, 0.530520145617229, 0.336960501019923, 0.643614731608981, 5.67895351419689, 0.530520145617229, 0.643736173503591, 0.465962445137611, 0.7081724320886, 0, 0, 0, 0.465962445137611, 0, 0, 0, 0, 0.7081724320886, 0.465962445137611, 0, 0, 0, 0, 0, 0, 0.465962445137611, 0, 0, 0, 0, 0, 0.0645577004796185, 0, 0, 0, 0, 0, 0, 0.643614731608981, 0, 0, 0, 0, 0, 0, 0, 56.0913250533425, 0, 0, 0, 0, 0
0.133333333333333, 41.2729619160381, 24.4522409939916, 41.2729620507748, 47.9725910676114, 56.0913249978113, 18.4363269675347, 56.0913384145873, 59.0435061061455, 0, 0, 0, 0, 1.17413488592089, 6.01591402709029, 1.17413488592089, 6.01591402709029, 0.53052015428383, 0.33696051264563, 0.643614731637062, 5.67895351444466, 0.53052015428383, 0.643736173503591, 0.465962454253161, 0.708172431667731, 0, 0, 0, 0.465962454253161, 0, 0, 0, 0, 0.708172431667731, 0.465962454253161, 0, 0, 0, 0, 0, 0, 0.465962454253161, 0, 0, 0, 0, 0, 0.0645577000306686, 0, 0, 0, 0, 0, 0, 0.643614731637062, 0, 0, 0, 0, 0, 0, 0, 56.0913249978113, 0, 0, 0, 0, 0
0.15, 41.2729619149211, 24.4522409927296, 41.2729620507748, 47.9725910676114, 56.0913249999838, 18.436326965898, 56.0913384145873, 59.0435061061455, 0, 0, 0, 0, 1.17413488580256, 6.01591402690167, 1.17413488592089, 6.01591402709029, 0.530520154165275, 0.336960512455003, 0.643614731637289, 5.67895351444667, 0.53052015428383, 0.643736173503591, 0.465962454137517, 0.708172431665047, 0, 0, 0, 0.465962454137517, 0, 0, 0, 0, 0.708172431665047, 0.465962454137517, 0, 0, 0, 0, 0, 0, 0.465962454137517, 0, 0, 0, 0, 0, 0.0645577000277575, 0, 0, 0, 0, 0, 0, 0.643614731637289, 0, 0, 0, 0, 0, 0, 0, 56.0913249999838, 0, 0, 0, 0, 0
0.166666666666667, 41.2729619149547, 24.452240992778, 41.2729620507748, 47.9725910676114, 56.0913250000006, 18.4363269659213, 56.0913384145873, 59.0435061061455, 0, 0, 0, 0, 1.17413488569989, 6.01591402686132, 1.17413488592089, 6.01591402709029, 0.530520154062608, 0.336960512414726, 0.643614731637281, 5.6789535144466, 0.53052015428383, 0.643736173503591, 0.465962454034558, 0.70817243166533, 0, 0, 0, 0.465962454034558, 0, 0, 0, 0, 0.70817243166533, 0.465962454034558, 0, 0, 0, 0, 0, 0, 0.465962454034558, 0, 0, 0, 0, 0, 0.0645577000280491, 0, 0, 0, 0, 0, 0, 0.643614731637281, 0, 0, 0, 0, 0, 0, 0, 56.0913250000006, 0, 0, 0, 0, 0
