Year, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0, -2591.96256106362, 831.369504473517, 97.4590210395805, 354.472966871098, 1681.4607608732, 552.668585308615, 105.483541633607, 111.035306093245, 0, 0, 0, 0, 297.814418463874, 278.699353135251, 41.930910858633, 26.371956413417, 282.25163702512, 141.380693381523, 15.5627814387559, 137.318659753728, 41.2740816635272, 0.656829195105817, 258.040552693776, 39.773865770099, 0, 0, 0, 258.040552693776, 0, 0, 0, 0, 39.773865770099, 258.040552693776, 0, 0, 0, 0, 0, 0, 258.040552693776, 0, 0, 0, 0, 0, 24.2110843313431, 0, 0, 0, 0, 0, 0, 15.5627814387559, 0, 0, 0, 0, 0, 0, 0, 1681.4607608732, 0, 0, 0, 0, 0
