Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, -2591.9625610636, 831.369504473528, 97.4590210395907, 354.472966871085, 297.814418463875, 278.699353135251, 41.930910858633
