hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 60.00000, -0.147474, 2.94113E-006, 1.57818E-007, -2.03264E-007
0, 120.00000, -0.147472, 2.05031E-007, 1.57808E-007, -2.03283E-007
0, 180.00000, -0.147472, 2.03214E-007, 1.57808E-007, -2.03283E-007
0, 240.00000, -0.147472, 2.03283E-007, 1.57808E-007, -2.03283E-007
0, 300.00000, -0.147472, 2.03283E-007, 1.57808E-007, -2.03283E-007
0, 360.00000, -0.147472, -2.3288E-007, -2.13845E-009, -1.07304E-008
0, 420.00000, -0.147472, 1.15269E-008, -2.13402E-009, -1.07205E-008
0, 480.00000, -0.147472, 1.07297E-008, -2.13406E-009, -1.07206E-008
0, 540.00000, -0.147472, 1.07203E-008, -2.13406E-009, -1.07206E-008
0, 600.00000, -0.147472, 1.07206E-008, -2.13406E-009, -1.07206E-008
0, 660.00000, -0.147475, 4.9427E-007, 5.0842E-008, -7.57616E-008
0, 720.00000, -0.147472, 7.23363E-008, 5.10038E-008, -7.58457E-008
0, 780.00000, -0.147472, 7.5935E-008, 5.10038E-008, -7.58455E-008
0, 840.00000, -0.147472, 7.5845E-008, 5.10038E-008, -7.58455E-008
0, 900.00000, -0.147472, 7.58455E-008, 5.10038E-008, -7.58455E-008
0, 960.00000, -0.147472, 4.81984E-008, -1.14115E-007, -1.05026E-007
0, 1020.00000, -0.147472, 1.05224E-007, -1.14111E-007, -1.05026E-007
0, 1080.00000, -0.147472, 1.05049E-007, -1.14111E-007, -1.05026E-007
0, 1140.00000, -0.147472, 1.05025E-007, -1.14111E-007, -1.05026E-007
0, 1200.00000, -0.147472, 1.05026E-007, -1.14111E-007, -1.05026E-007
0, 1260.00000, -0.147472, 3.65402E-008, -3.14945E-008, -9.12192E-008
0, 1320.00000, -0.147472, 9.13988E-008, -3.149E-008, -9.12181E-008
0, 1380.00000, -0.147472, 9.11859E-008, -3.14899E-008, -9.12181E-008
0, 1440.00000, -0.147472, 9.1218E-008, -3.14899E-008, -9.12181E-008
0, 1500.00000, -0.147472, 9.12181E-008, -3.14899E-008, -9.12181E-008
0, 1560.00000, -0.147472, 3.86942E-007, -6.0625E-008, -1.70073E-007
0, 1620.00000, -0.147472, 1.68714E-007, -6.06254E-008, -1.70084E-007
0, 1680.00000, -0.147472, 1.70081E-007, -6.06254E-008, -1.70084E-007
0, 1740.00000, -0.147472, 1.70084E-007, -6.06254E-008, -1.70084E-007
0, 1800.00000, -0.147472, 1.70084E-007, -6.06254E-008, -1.70084E-007
0, 1860.00000, -0.147471, 8.24029E-007, -3.1361E-008, -9.16629E-008
0, 1920.00000, -0.147472, 9.62532E-008, -3.14335E-008, -9.1708E-008
0, 1980.00000, -0.147472, 9.16922E-008, -3.14335E-008, -9.17083E-008
0, 2040.00000, -0.147472, 9.17075E-008, -3.14335E-008, -9.17083E-008
0, 2100.00000, -0.147472, 9.17083E-008, -3.14335E-008, -9.17083E-008
0, 2160.00000, -0.147471, 9.68825E-006, -1.90822E-007, 1.03141E-007
0, 2220.00000, -0.147472, -9.65441E-008, -1.91066E-007, 1.02811E-007
0, 2280.00000, -0.147472, -1.02856E-007, -1.91066E-007, 1.02811E-007
0, 2340.00000, -0.147472, -1.02811E-007, -1.91066E-007, 1.02811E-007
0, 2400.00000, -0.147472, -1.02811E-007, -1.91066E-007, 1.02811E-007
0, 2460.00000, -0.147472, 2.96177E-007, 1.33855E-007, -5.97525E-008
0, 2520.00000, -0.147472, 6.03641E-008, 1.33856E-007, -5.97634E-008
0, 2580.00000, -0.147472, 5.97813E-008, 1.33856E-007, -5.97634E-008
0, 2640.00000, -0.147472, 5.97632E-008, 1.33856E-007, -5.97634E-008
0, 2700.00000, -0.147472, 5.97634E-008, 1.33856E-007, -5.97634E-008
0, 2760.00000, -0.147472, 7.10216E-008, -8.45751E-008, -2.44167E-008
0, 2820.00000, -0.147472, 2.4851E-008, -8.45779E-008, -2.44189E-008
0, 2880.00000, -0.147472, 2.44057E-008, -8.45779E-008, -2.44189E-008
0, 2940.00000, -0.147472, 2.44188E-008, -8.45779E-008, -2.44189E-008
0, 3000.00000, -0.147472, 2.44189E-008, -8.45779E-008, -2.44189E-008
0, 3060.00000, -0.147472, -4.93583E-008, 2.76188E-008, 6.75176E-008
0, 3120.00000, -0.147472, -6.93282E-008, 2.76249E-008, 6.75165E-008
0, 3180.00000, -0.147472, -6.75299E-008, 2.76249E-008, 6.75166E-008
0, 3240.00000, -0.147472, -6.75162E-008, 2.76249E-008, 6.75166E-008
0, 3300.00000, -0.147472, -6.75166E-008, 2.76249E-008, 6.75166E-008
0, 3360.00000, -0.147472, -2.84048E-007, -4.93941E-008, 2.75301E-007
0, 3420.00000, -0.147472, -2.73601E-007, -4.94015E-008, 2.75302E-007
0, 3480.00000, -0.147472, -2.7529E-007, -4.94016E-008, 2.75302E-007
0, 3540.00000, -0.147472, -2.75302E-007, -4.94016E-008, 2.75302E-007
1, 0.00000, -0.147472, -2.75302E-007, -4.94016E-008, 2.75302E-007
1, 60.00000, 0.0156121, 1.1222E-008, -3.17879E-009, -6.7838E-009
1, 120.00000, 0.0156121, 6.78493E-009, -3.17886E-009, -6.78375E-009
1, 180.00000, 0.0156121, 6.78375E-009, -3.17886E-009, -6.78375E-009
1, 240.00000, 0.0156121, 6.78375E-009, -3.17886E-009, -6.78375E-009
1, 300.00000, 0.0156121, 6.78375E-009, -3.17886E-009, -6.78375E-009
1, 360.00000, 0.0156122, 2.56103E-008, -9.3604E-009, -2.35481E-008
1, 420.00000, 0.0156122, 2.35334E-008, -9.36032E-009, -2.35477E-008
1, 480.00000, 0.0156122, 2.35477E-008, -9.36032E-009, -2.35477E-008
1, 540.00000, 0.0156122, 2.35477E-008, -9.36032E-009, -2.35477E-008
1, 600.00000, 0.0156122, 2.35477E-008, -9.36032E-009, -2.35477E-008
1, 660.00000, 0.0156119, 3.42264E-007, -7.45646E-011, 1.7178E-009
1, 720.00000, 0.0156121, -1.60814E-009, -7.29094E-011, 1.73952E-009
1, 780.00000, 0.0156121, -1.73946E-009, -7.29197E-011, 1.73953E-009
1, 840.00000, 0.0156121, -1.73952E-009, -7.29197E-011, 1.73953E-009
1, 900.00000, 0.0156121, -1.73953E-009, -7.29197E-011, 1.73953E-009
1, 960.00000, 0.0156121, 9.35447E-009, 1.99221E-008, -1.02509E-008
1, 1020.00000, 0.0156121, 1.023E-008, 1.9922E-008, -1.02505E-008
1, 1080.00000, 0.0156121, 1.02504E-008, 1.9922E-008, -1.02505E-008
1, 1140.00000, 0.0156121, 1.02505E-008, 1.9922E-008, -1.02505E-008
1, 1200.00000, 0.0156121, 1.02505E-008, 1.9922E-008, -1.02505E-008
1, 1260.00000, 0.0156121, 1.23556E-009, -6.06092E-011, 1.9432E-009
1, 1320.00000, 0.0156121, -1.92845E-009, -6.05516E-011, 1.94283E-009
1, 1380.00000, 0.0156121, -1.94274E-009, -6.05507E-011, 1.94283E-009
1, 1440.00000, 0.0156121, -1.94283E-009, -6.05507E-011, 1.94283E-009
1, 1500.00000, 0.0156121, -1.94283E-009, -6.05507E-011, 1.94283E-009
1, 1560.00000, 0.0156121, -1.16511E-008, -5.68625E-009, 8.30805E-009
1, 1620.00000, 0.0156121, -8.31611E-009, -5.68636E-009, 8.30798E-009
1, 1680.00000, 0.0156121, -8.30801E-009, -5.68636E-009, 8.30798E-009
1, 1740.00000, 0.0156121, -8.30798E-009, -5.68636E-009, 8.30798E-009
1, 1800.00000, 0.0156121, -8.30798E-009, -5.68636E-009, 8.30798E-009
1, 1860.00000, 0.0156121, -2.85207E-008, -8.23725E-009, 2.34733E-008
1, 1920.00000, 0.0156121, -2.34849E-008, -8.23742E-009, 2.34733E-008
1, 1980.00000, 0.0156121, -2.34734E-008, -8.23742E-009, 2.34733E-008
1, 2040.00000, 0.0156121, -2.34733E-008, -8.23742E-009, 2.34733E-008
