Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 141205.898454853, 296440.02071677, 162.687194675215, 452.966248191998, 32090.8974186359, 63741.9056933741, 70.9061042034318
