Name, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "20 kV Losses", "0.4 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "20 kV Line Loss", "0.4 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "20 kV Load Loss", "0.4 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "20 kV No Load Loss", "0.4 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "20 kV Load Energy", "0.4 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
"em", 141205.898454837, 296440.020716759, 162.687194675252, 452.96624819199, 708061.058074572, 232725.183072036, 145.285501641667, 152.932022173282, 101.688178286903, 0, 52.2383151109523, 11.4430153120822, 32090.8974186359, 63741.9056933741, 70.9061042034318, 39.8915118460759, 26455.3025831319, 14016.0689095148, 5635.59483550403, 49725.8367838594, 70.2481613913807, 0.658335708676874, 23984.9178751447, 8105.97954349125, 0, 0, 0, 23984.9178751447, 0, 0, 0, 0, 8105.97954349125, 23984.9178751447, 0, 0, 0, 0, 0, 0, 23984.9178751447, 0, 0, 0, 0, 0, 2470.38470798721, 0, 0, 0, 0, 0, 0, 5635.59483550403, 0, 0, 0, 0, 0, 0, 0, 708061.058074572, 0, 0, 0, 0, 0
