hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0
6, 0.00000, 0, 0, 0, 0
7, 0.00000, 0, 0, 0, 0
8, 0.00000, -0.0342476, 1.1108E-007, 8.99729E-008, -1.02212E-007
9, 0.00000, -0.351722, 2.9028E-006, -1.68056E-007, -3.65881E-007
10, 0.00000, -0.4938, 1.00771E-006, -7.34E-007, -2.09182E-007
11, 0.00000, -1.04659, -5.6792E-005, -4.3906E-006, 1.45079E-006
12, 0.00000, -1.07264, -5.04228E-006, -4.59422E-006, 1.56191E-006
13, 0.00000, -0.863266, 7.53187E-006, -3.031E-006, 7.92776E-007
14, 0.00000, -0.379553, -3.50184E-006, -2.21699E-007, -3.96065E-007
15, 0.00000, -0.135534, 3.60139E-007, 2.56714E-007, -3.65382E-007
16, 0.00000, 0, 0, 0, 0
17, 0.00000, 0, 0, 0, 0
18, 0.00000, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0
30, 0.00000, 0, 0, 0, 0
31, 0.00000, 0, 0, 0, 0
32, 0.00000, -0.0337882, 1.09809E-007, 8.89536E-008, -1.00959E-007
33, 0.00000, -0.24053, 1.42252E-006, 1.20155E-007, -4.01359E-007
34, 0.00000, -0.416829, 1.72024E-006, -3.86264E-007, -3.28854E-007
35, 0.00000, -0.659619, -1.12494E-006, -1.65382E-006, 1.58143E-007
36, 0.00000, -0.693228, -4.19105E-007, -1.87331E-006, 2.63229E-007
37, 0.00000, -0.552014, -5.7134E-007, -1.03176E-006, -9.77087E-008
38, 0.00000, -0.307565, -1.35534E-006, 8.33693E-009, -4.42594E-007
39, 0.00000, -0.0669404, 2.24508E-007, 1.81019E-007, -2.14798E-007
40, 0.00000, 0, 0, 0, 0
41, 0.00000, 0, 0, 0, 0
42, 0.00000, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0
49, 0.00000, 0, 0, 0, 0
50, 0.00000, 0, 0, 0, 0
51, 0.00000, 0, 0, 0, 0
52, 0.00000, 0, 0, 0, 0
53, 0.00000, 0, 0, 0, 0
54, 0.00000, 0, 0, 0, 0
55, 0.00000, 0, 0, 0, 0
56, 0.00000, 0, 0, 0, 0
57, 0.00000, -0.10005, 3.1955E-007, 1.95076E-007, -2.59242E-007
58, 0.00000, -0.167624, 5.25203E-007, 2.19981E-007, -3.7353E-007
59, 0.00000, -0.236165, 7.63134E-007, 1.52409E-007, -4.28165E-007
