hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
1, 0.00000, 0, 0, 0, 0
2, 0.00000, 0, 0, 0, 0
3, 0.00000, 0, 0, 0, 0
4, 0.00000, 0, 0, 0, 0
5, 0.00000, 0, 0, 0, 0
6, 0.00000, 0, 0, 0, 0
7, 0.00000, 0, 0, 0, 0
8, 0.00000, -0.0245958, 2.38273E-008, 1.07367E-007, -1.34993E-007
9, 0.00000, -0.252607, -2.73627E-007, -4.19995E-007, -4.84802E-007
10, 0.00000, -0.354647, -1.30992E-006, -1.45008E-006, -1.90735E-007
11, 0.00000, -0.751602, -1.52854E-005, -9.78192E-006, 3.64328E-006
12, 0.00000, -0.770425, -1.71747E-005, -1.03419E-005, 3.94628E-006
13, 0.00000, -0.619983, 1.70678E-006, -6.34272E-006, 1.96481E-006
14, 0.00000, -0.272615, 8.45105E-007, -5.22944E-007, -5.2285E-007
15, 0.00000, -0.0973421, 3.57202E-006, 2.90826E-007, -4.8798E-007
16, 0.00000, 0, 0, 0, 0
17, 0.00000, 0, 0, 0, 0
18, 0.00000, 0, 0, 0, 0
19, 0.00000, 0, 0, 0, 0
20, 0.00000, 0, 0, 0, 0
21, 0.00000, 0, 0, 0, 0
22, 0.00000, 0, 0, 0, 0
23, 0.00000, 0, 0, 0, 0
24, 0.00000, 0, 0, 0, 0
25, 0.00000, 0, 0, 0, 0
26, 0.00000, 0, 0, 0, 0
27, 0.00000, 0, 0, 0, 0
28, 0.00000, 0, 0, 0, 0
29, 0.00000, 0, 0, 0, 0
30, 0.00000, 0, 0, 0, 0
31, 0.00000, 0, 0, 0, 0
32, 0.00000, -0.0242662, 1.99684E-007, 1.07019E-007, -1.34606E-007
33, 0.00000, -0.172745, 3.52311E-007, 7.31122E-008, -5.51131E-007
34, 0.00000, -0.299365, -1.67153E-006, -8.18137E-007, -4.14302E-007
35, 0.00000, -0.473745, -5.32316E-006, -3.30142E-006, 5.43574E-007
36, 0.00000, -0.497889, -1.72199E-006, -3.76357E-006, 7.63493E-007
37, 0.00000, -0.396456, 2.75296E-006, -2.03629E-006, 2.02575E-008
38, 0.00000, -0.220905, 8.62641E-007, -1.30033E-007, -6.08425E-007
39, 0.00000, -0.0480763, 1.66949E-006, 2.11687E-007, -2.83309E-007
40, 0.00000, 0, 0, 0, 0
41, 0.00000, 0, 0, 0, 0
42, 0.00000, 0, 0, 0, 0
43, 0.00000, 0, 0, 0, 0
44, 0.00000, 0, 0, 0, 0
45, 0.00000, 0, 0, 0, 0
46, 0.00000, 0, 0, 0, 0
47, 0.00000, 0, 0, 0, 0
48, 0.00000, 0, 0, 0, 0
49, 0.00000, 0, 0, 0, 0
50, 0.00000, 0, 0, 0, 0
51, 0.00000, 0, 0, 0, 0
52, 0.00000, 0, 0, 0, 0
53, 0.00000, 0, 0, 0, 0
54, 0.00000, 0, 0, 0, 0
55, 0.00000, 0, 0, 0, 0
56, 0.00000, 0, 0, 0, 0
57, 0.00000, -0.0718547, -4.42249E-007, 2.29173E-007, -3.50128E-007
58, 0.00000, -0.120387, -3.4914E-007, 2.39579E-007, -5.07741E-007
59, 0.00000, -0.169615, -7.80603E-007, 1.17479E-007, -5.82555E-007
